episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
21,0,-0.20204728777042458,72.39385223388672,0.005956858453326536,0.03763103485107422,31.844816878437996,56,0.0,0.012186168168962936,0.0,0.0,0.0,0.0,0.0,0.08,0.07498855954408645,0.02487256005737517,0.0,inf,inf,True,False,0,False,False,False,False
21,1,-0.17726678300927562,72.39385223388672,0.003097663656435981,0.03762589395046234,30.151936635375023,56,0.0,0.010725784192785434,0.0,0.0,0.0,0.0,0.0,0.08,0.0752080227136612,0.0013329761028289793,0.0,inf,inf,True,False,0,False,False,False,False
21,2,-0.17654365081931084,72.39385223388672,0.006175609270361241,0.03755024075508118,30.35269059240818,56,0.0,0.010875227826969614,0.0,0.0,0.0,0.0,0.0,0.08,0.07536292952299117,0.00030549346935003995,0.0,inf,inf,True,False,0,False,False,False,False
21,3,-0.1761925130361694,72.39385223388672,0.006531231057966864,0.03745739161968231,30.33627614378929,56,0.0,0.010819251762097967,0.0,0.0,0.0,0.0,0.0,0.08,0.07526940304040909,0.00010385823366232215,0.0,inf,inf,True,False,0,False,False,False,False
21,4,-0.17622791779736194,72.39385223388672,0.005767369750583664,0.03737068176269531,30.302105471491814,56,0.0,0.010837909111717196,0.0,0.0,0.0,0.0,0.0,0.08,0.0752519617676735,0.0001380469179712236,0.0,inf,inf,True,False,0,False,False,False,False
21,5,-0.17611219460674946,72.39385986328125,0.0046735251486530755,0.03729847073554993,30.310300961136818,56,-7.62939453125e-06,0.010821627211006473,0.0,0.0,0.0,0.0,0.0,0.08,0.07517202538251876,0.0001109126186929643,0.0,inf,inf,True,False,0,False,False,False,False
21,6,-0.17612463093160102,72.39385986328125,0.0035952669826895527,0.03724166750907898,30.274557173252106,56,0.0,0.010841136280283405,0.0,0.0,0.0,0.0,0.0,0.08,0.07514358937740326,0.00013990527391433716,0.0,inf,inf,True,False,0,False,False,False,False
21,7,-0.1759921327697361,72.39385986328125,0.0026639579052013043,0.03719894587993622,30.281604006886482,56,0.0,0.010823741752958485,0.0,0.0,0.0,0.0,0.0,0.08,0.075060573220253,0.00010781779652461409,0.0,inf,inf,True,False,0,False,False,False,False
21,8,-0.17600744831061688,72.39385986328125,0.0008679778478715777,0.03718571364879608,30.24680234491825,56,0.0,0.010843416656020543,0.0,0.0,0.0,0.0,0.0,0.08,0.07502617710828781,0.00013785454630851747,0.0,29.279081344604492,673.5864021575214,True,False,0,False,False,False,False
21,9,-0.17586748514870773,72.39385986328125,0.0011781173766927866,0.03717011213302612,30.253796875476837,56,0.0,0.010826170961713748,0.0,0.0,0.0,0.0,0.0,0.08,0.07493636071681976,0.00010495347017422317,0.0,29.276958465576172,675.3122821489765,True,False,0,False,False,False,False
21,10,-0.17035583968431622,72.3890380859375,2.078739010665691,0.03726126253604889,30.22055223584175,56,0.00482177734375,0.01015093211800725,0.0,0.0,0.0,0.0,0.0,0.08,0.07489079517126082,0.00013588973879814147,0.0,29.262977600097656,46.857921563892724,True,False,0,False,False,False,False
21,11,-0.15711837920011057,72.36940002441406,4.743214336455734,0.03753071278333664,29.96006816625595,56,0.0196380615234375,0.009713283872465003,0.0,0.0,0.0,0.0,0.0,0.08,0.07627772408723832,0.0007654327638447284,0.0,29.210432052612305,21.287975950963652,True,False,0,False,False,False,False
21,12,-0.06756063678747369,72.33840942382812,6.637918322951976,0.0378393679857254,29.495974257588387,56,0.0309906005859375,0.008928978453188676,0.0,0.0,0.0,0.0,0.0,0.0,0.078336943089962,0.0012853158302605153,0.0,29.127994537353516,15.249253181211508,True,False,0,False,False,False,False
21,13,-0.05987713256237621,72.29927825927734,7.991283546903251,0.03820367529988289,29.205495715141296,56,0.03913116455078125,0.008237501726872883,0.0,0.0,0.0,0.0,0.0,0.0,0.07978165978193281,0.0009891356043517589,0.0,29.0229434967041,12.615409901949272,True,False,0,False,False,False,False
21,14,-1.053280222634555,72.25357818603516,9.228285327311916,0.21360759437084198,29.00761842727661,56,0.0457000732421875,0.007630275289298242,0.0,0.0,0.0,0.0,0.0,0.0,0.08071655458211899,0.0006334660053253173,-1.0,28.898334503173828,10.8692589607108,True,False,0,False,False,False,False
21,15,-1.0479150590925868,72.20227813720703,10.292062346427443,0.21349488198757172,28.840156719088554,56,0.051300048828125,0.007105632835199833,0.0,0.0,0.0,0.0,0.0,0.0,0.08150050300359726,0.0006089720819145441,-1.0,28.756547927856445,9.676973745967382,True,False,0,False,False,False,False
21,16,-1.1031829416077972,72.14595794677734,11.341182614212443,0.09319464862346649,28.655428290367126,56,0.0563201904296875,0.0066861924446803955,0.0,0.06001985907598915,0.0,0.0,0.0,0.0,0.08223472875356673,0.0005623517632484436,-1.0,28.598575592041016,8.71679636489368,True,False,0,False,False,False,False
21,17,-1.1622737643774983,72.08480072021484,12.332071340925014,0.041853923350572586,28.537577390670776,56,0.0611572265625,0.006284897869048346,0.0,0.12376640677496376,0.0,0.0,0.0,0.0,0.08286476951837539,0.0005149167776107787,-1.0,28.424457550048828,7.9446874414623085,True,False,0,False,False,False,False
21,18,-1.2312036038268552,72.01962280273438,13.257302770543474,0.04184545576572418,28.371665999293327,56,0.06517791748046875,0.0058672392684458435,0.0,0.19649217963262977,0.0,0.0,0.0,0.0,0.08349259185791015,0.000529510548338294,-1.0,28.23589324951172,7.328450831401954,True,False,0,False,False,False,False
21,19,-1.2961150554288376,71.94910430908203,14.10430820785689,0.03754310682415962,28.26929546892643,56,0.07051849365234375,0.00679889325941527,0.0,0.2653253400330204,0.0,0.0,0.0,0.0,0.08402060037851333,0.0004887154102325439,-1.0,28.038570404052734,6.857464998453602,True,False,0,False,False,False,False
