episode,scenario,reward,success,crashed,timed_out,stuck,steps,time_s,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
70,highway_merge,-24.093281163980265,False,True,False,False,213,10.650000158697367,8.791348457336426,37.37095890673545,0.3567749559879303,45.0,11,45.41187796332539,14.04970009706474,11.057116854196074,687.743467906395,122.99321696593584,terminal_oscillation_collision,3.364560127258301,8.791348457336426,0.2347417840375587,0.11267605633802817,max_lane_offset=3.365; final_goal_distance=8.791; low_speed_ratio=0.235; high_traffic_ratio=0.113
