episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
2,highway_merge,-60.48491482109908,False,True,False,False,151,50.21421813964844,0.9876044392585754,45.0,lane_departure_early_collision,2.8584508895874023,50.21421813964844,0.23841059602649006,0.09933774834437085,max_lane_offset=2.858; final_goal_distance=50.214; low_speed_ratio=0.238; high_traffic_ratio=0.099
6,highway_merge,-64.38584826424875,False,True,False,False,154,49.80730056762695,1.6742229461669922,45.0,lane_departure_early_collision,2.6405327320098877,49.80730056762695,0.35714285714285715,0.23376623376623376,max_lane_offset=2.641; final_goal_distance=49.807; low_speed_ratio=0.357; high_traffic_ratio=0.234
8,highway_merge,-67.57733789079508,False,True,False,False,175,55.81863021850586,1.000267744064331,45.0,lane_departure_early_collision,2.6053993701934814,55.81863021850586,0.38857142857142857,0.09714285714285714,max_lane_offset=2.605; final_goal_distance=55.819; low_speed_ratio=0.389; high_traffic_ratio=0.097
13,highway_merge,-25.21212364726293,False,True,False,False,217,9.884699821472168,0.7645976543426514,45.0,terminal_oscillation_collision,2.67765212059021,9.884699821472168,0.11981566820276497,0.1152073732718894,max_lane_offset=2.678; final_goal_distance=9.885; low_speed_ratio=0.120; high_traffic_ratio=0.115
14,highway_merge,-59.59710272883894,False,True,False,False,138,55.6638298034668,0.9778964519500732,44.69655901193619,lane_departure_early_collision,2.706294059753418,55.6638298034668,0.2826086956521739,0.14492753623188406,max_lane_offset=2.706; final_goal_distance=55.664; low_speed_ratio=0.283; high_traffic_ratio=0.145
15,highway_merge,-28.667554783448413,False,True,False,False,212,11.159770965576172,0.22652122378349304,45.0,terminal_oscillation_collision,1.6678752899169922,11.159770965576172,0.28773584905660377,0.1792452830188679,max_lane_offset=1.668; final_goal_distance=11.160; low_speed_ratio=0.288; high_traffic_ratio=0.179
22,highway_merge,-56.50396570295115,False,True,False,False,133,45.84889221191406,0.6696249842643738,45.0,lane_departure_early_collision,3.039515495300293,45.84889221191406,0.11278195488721804,0.12030075187969924,max_lane_offset=3.040; final_goal_distance=45.849; low_speed_ratio=0.113; high_traffic_ratio=0.120
27,highway_merge,-89.71159857640187,False,True,False,False,104,49.029144287109375,1.7076722383499146,45.0,lane_departure_early_collision,2.7161922454833984,49.029144287109375,0.14423076923076922,0.5576923076923077,max_lane_offset=2.716; final_goal_distance=49.029; low_speed_ratio=0.144; high_traffic_ratio=0.558
28,highway_merge,-82.92689742780557,False,True,False,False,188,53.012393951416016,1.707366943359375,45.0,lane_departure_early_collision,2.5538034439086914,53.012393951416016,0.40425531914893614,0.17553191489361702,max_lane_offset=2.554; final_goal_distance=53.012; low_speed_ratio=0.404; high_traffic_ratio=0.176
29,highway_merge,-55.88330219734976,False,True,False,False,159,43.700069427490234,0.7806509137153625,45.0,lane_departure_early_collision,2.7518069744110107,43.700069427490234,0.1320754716981132,0.05660377358490566,max_lane_offset=2.752; final_goal_distance=43.700; low_speed_ratio=0.132; high_traffic_ratio=0.057
32,highway_merge,-56.85550260158591,False,True,False,False,134,53.44807815551758,1.6548652648925781,45.0,lane_departure_early_collision,2.6081631183624268,53.44807815551758,0.1865671641791045,0.13432835820895522,max_lane_offset=2.608; final_goal_distance=53.448; low_speed_ratio=0.187; high_traffic_ratio=0.134
34,highway_merge,-84.04978960913752,False,True,False,False,123,55.09315872192383,1.2563552856445312,45.0,lane_departure_early_collision,2.569566011428833,55.09315872192383,0.14634146341463414,0.3089430894308943,max_lane_offset=2.570; final_goal_distance=55.093; low_speed_ratio=0.146; high_traffic_ratio=0.309
35,highway_merge,-58.720076574677876,False,True,False,False,138,51.24406051635742,1.359966516494751,45.0,lane_departure_early_collision,2.595111846923828,51.24406051635742,0.21014492753623187,0.15942028985507245,max_lane_offset=2.595; final_goal_distance=51.244; low_speed_ratio=0.210; high_traffic_ratio=0.159
36,highway_merge,-50.0980041487515,False,True,False,False,1,72.39385223388672,0.03763076663017273,6.884278357028961,hesitation_then_collision,0.03763076663017273,72.39385223388672,1.0,0.0,max_lane_offset=0.038; final_goal_distance=72.394; low_speed_ratio=1.000; high_traffic_ratio=0.000
39,highway_merge,-60.66945042395871,False,True,False,False,151,44.00802230834961,0.15379562973976135,45.0,lane_departure_early_collision,2.072209119796753,44.00802230834961,0.09933774834437085,0.11258278145695365,max_lane_offset=2.072; final_goal_distance=44.008; low_speed_ratio=0.099; high_traffic_ratio=0.113
40,highway_merge,-83.88379707045641,False,True,False,False,131,57.12621307373047,0.21912793815135956,44.27593767642975,lane_departure_early_collision,2.9479286670684814,57.12621307373047,0.11450381679389313,0.2824427480916031,max_lane_offset=2.948; final_goal_distance=57.126; low_speed_ratio=0.115; high_traffic_ratio=0.282
42,highway_merge,-79.7538703361039,False,True,False,False,123,52.919368743896484,1.5049631595611572,45.0,lane_departure_early_collision,2.7384610176086426,52.919368743896484,0.12195121951219512,0.2764227642276423,max_lane_offset=2.738; final_goal_distance=52.919; low_speed_ratio=0.122; high_traffic_ratio=0.276
46,highway_merge,-61.06517094906021,False,True,False,False,145,54.77024841308594,1.0997605323791504,45.0,lane_departure_early_collision,2.8594627380371094,54.77024841308594,0.30344827586206896,0.1103448275862069,max_lane_offset=2.859; final_goal_distance=54.770; low_speed_ratio=0.303; high_traffic_ratio=0.110
47,highway_merge,-70.96046759048662,False,True,False,False,136,53.54364013671875,1.6427571773529053,45.0,lane_departure_early_collision,2.962646484375,53.54364013671875,0.11029411764705882,0.10294117647058823,max_lane_offset=2.963; final_goal_distance=53.544; low_speed_ratio=0.110; high_traffic_ratio=0.103
48,highway_merge,-44.853163145172914,False,True,False,False,209,32.57843780517578,0.3180740773677826,45.0,lane_departure_early_collision,2.9262969493865967,32.57843780517578,0.3444976076555024,0.07655502392344497,max_lane_offset=2.926; final_goal_distance=32.578; low_speed_ratio=0.344; high_traffic_ratio=0.077
51,highway_merge,-61.26937671405257,False,True,False,False,137,54.237548828125,1.1284780502319336,45.0,lane_departure_early_collision,2.7694027423858643,54.237548828125,0.18248175182481752,0.13138686131386862,max_lane_offset=2.769; final_goal_distance=54.238; low_speed_ratio=0.182; high_traffic_ratio=0.131
58,highway_merge,-56.18521356161146,False,True,False,False,137,54.52417755126953,1.1661694049835205,45.0,lane_departure_early_collision,2.744414806365967,54.52417755126953,0.17518248175182483,0.08029197080291971,max_lane_offset=2.744; final_goal_distance=54.524; low_speed_ratio=0.175; high_traffic_ratio=0.080
61,highway_merge,-57.60925898724574,False,True,False,False,139,50.61094665527344,1.570594310760498,45.0,lane_departure_early_collision,2.6498372554779053,50.61094665527344,0.1366906474820144,0.14388489208633093,max_lane_offset=2.650; final_goal_distance=50.611; low_speed_ratio=0.137; high_traffic_ratio=0.144
63,highway_merge,-57.50128499267821,False,True,False,False,143,53.03996276855469,1.717651128768921,45.0,lane_departure_early_collision,2.800056219100952,53.03996276855469,0.24475524475524477,0.13286713286713286,max_lane_offset=2.800; final_goal_distance=53.040; low_speed_ratio=0.245; high_traffic_ratio=0.133
68,highway_merge,-70.73332225473064,False,True,False,False,150,51.21742630004883,1.7360243797302246,45.0,lane_departure_early_collision,2.7505855560302734,51.21742630004883,0.38,0.24,max_lane_offset=2.751; final_goal_distance=51.217; low_speed_ratio=0.380; high_traffic_ratio=0.240
69,highway_merge,-22.769328768470757,False,True,False,False,212,11.522632598876953,0.6971197128295898,45.0,terminal_oscillation_collision,2.9768502712249756,11.522632598876953,0.17452830188679244,0.10377358490566038,max_lane_offset=2.977; final_goal_distance=11.523; low_speed_ratio=0.175; high_traffic_ratio=0.104
73,highway_merge,-24.427199239389452,False,True,False,False,202,6.541909694671631,0.6123693585395813,45.0,terminal_oscillation_collision,3.1088905334472656,6.541909694671631,0.1188118811881188,0.13366336633663367,max_lane_offset=3.109; final_goal_distance=6.542; low_speed_ratio=0.119; high_traffic_ratio=0.134
75,highway_merge,-61.7392215915354,False,True,False,False,159,51.154117584228516,1.186221718788147,45.0,lane_departure_early_collision,2.8334076404571533,51.154117584228516,0.2893081761006289,0.12578616352201258,max_lane_offset=2.833; final_goal_distance=51.154; low_speed_ratio=0.289; high_traffic_ratio=0.126
81,highway_merge,-12.717239822292882,False,True,False,False,226,6.914059162139893,0.4266287684440613,45.0,terminal_oscillation_collision,2.7193195819854736,6.914059162139893,0.17256637168141592,0.10176991150442478,max_lane_offset=2.719; final_goal_distance=6.914; low_speed_ratio=0.173; high_traffic_ratio=0.102
83,highway_merge,-73.75517796124478,False,True,False,False,124,56.02351379394531,0.8994321227073669,43.00078064203262,lane_departure_early_collision,2.610469341278076,56.02351379394531,0.14516129032258066,0.21774193548387097,max_lane_offset=2.610; final_goal_distance=56.024; low_speed_ratio=0.145; high_traffic_ratio=0.218
86,highway_merge,-21.819784556067393,False,True,False,False,251,6.821371555328369,0.4316028952598572,45.0,terminal_oscillation_collision,2.984369993209839,6.821371555328369,0.2589641434262948,0.09561752988047809,max_lane_offset=2.984; final_goal_distance=6.821; low_speed_ratio=0.259; high_traffic_ratio=0.096
92,highway_merge,-59.73919775421359,False,True,False,False,153,43.71407699584961,0.027508467435836792,45.0,lane_departure_early_collision,1.8359732627868652,43.71407699584961,0.09803921568627451,0.11764705882352941,max_lane_offset=1.836; final_goal_distance=43.714; low_speed_ratio=0.098; high_traffic_ratio=0.118
95,highway_merge,-82.73565443339133,False,True,False,False,122,55.091609954833984,1.2979214191436768,45.0,lane_departure_early_collision,2.653939723968506,55.091609954833984,0.12295081967213115,0.3114754098360656,max_lane_offset=2.654; final_goal_distance=55.092; low_speed_ratio=0.123; high_traffic_ratio=0.311
