episode,tag,env_module,env_class,model,success,crashed,timed_out,reward,goal_distance,final_phase,steps,completion_time_s,min_ttc,commit_step,commit_time_s,wait_time_before_commit_s,max_speed_kmh,mean_speed_kmh,max_accel_mps2,min_accel_mps2,mean_abs_accel_mps2,max_abs_jerk_mps3,p90_abs_jerk_mps3,mean_abs_jerk_mps3
36,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-262.85582400994946,15.77564525604248,CLEAR,392,19.6,nan,78,3.95,3.95,24.795153306940243,4.403342858634021,15.92739906955588,-63.626389702148046,3.9861709440652264,1276.9769276076875,277.524063492678,74.04873308547351
37,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-202.9762447424339,4.673140048980713,DECISION,366,18.3,nan,11,0.6000000000000001,0.6000000000000001,31.50235112416869,7.009556011914536,14.529202661174857,-26.653937457890393,3.2339376913280233,592.6804471221106,117.88865856856211,49.08093166401301
38,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-255.6249164620507,17.00370216369629,CLEAR,374,18.7,nan,82,4.15,4.15,22.35932985479402,4.321524577999891,15.637767377530261,-105.46441331170318,3.4992915406266802,2176.038396123864,183.8940568097443,58.39049217155697
39,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-233.5691779564222,16.808820724487305,CLEAR,304,15.200000000000001,nan,68,3.45,3.45,23.016313190580487,5.412089326236029,14.547042151525657,-87.37747614085309,3.3668408555203713,1811.4311488460703,109.30301085170393,57.1168753331246
40,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-248.32699398406407,17.727188110351562,CLEAR,352,17.6,nan,80,4.05,4.05,18.602406301848188,4.411254526361217,17.86493002719449,-26.455787656205423,3.2015022644905438,529.7654040220922,146.22743173807652,54.982808454071744
41,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-272.4519799683338,15.491135597229004,CLEAR,450,22.5,nan,203,10.200000000000001,10.200000000000001,23.943833530343433,3.9048530872268157,11.133845181439812,-77.55445397171543,2.9660662317239583,1589.250933453759,189.06697694503026,54.86817381994957
42,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-239.75806704509307,4.706187725067139,DECISION,421,21.05,nan,80,4.05,4.05,27.88206253412082,6.080214856899886,16.72123736184908,-27.06788650361858,3.4246172133220343,625.2662718780479,180.51305776190574,54.70156085051689
43,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-227.4480252444012,17.324174880981445,CLEAR,324,16.2,nan,82,4.15,4.15,20.732468289000717,4.943673354011767,14.120915822430323,-97.94531697090842,3.6100904362358857,1986.4376140598863,212.72118824191787,61.7305118996761
44,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-223.28677622691558,4.947356700897217,DECISION,383,19.150000000000002,nan,79,4.0,4.0,26.61758299313718,6.64418474209137,15.219380187103301,-24.51462417850398,2.743176065608994,561.2144049037767,131.8326622861135,46.495970398725284
45,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-263.596470645297,17.58483123779297,CLEAR,396,19.8,nan,48,2.45,2.45,19.314333504300055,3.9568011414583384,16.13539024201597,-30.217249044388506,2.6699637156053506,645.791887550231,90.00490290477818,44.36896461572256
46,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-207.54916678309525,4.60678243637085,DECISION,384,19.200000000000003,nan,70,3.5500000000000003,3.5500000000000003,31.427917031533454,6.6955243536431555,15.304297640886485,-26.436569330254702,2.5195392564060404,584.266406763758,104.07608628367251,40.15227526792596
47,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-233.41540638296638,17.68474769592285,CLEAR,336,16.8,nan,73,3.7,3.7,19.647702938749916,4.612393574112509,15.768468348267595,-58.28125571777498,2.923084496291324,1219.1228849695433,140.53156023709994,54.44278266878219
48,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-233.15922401798878,4.7978620529174805,DECISION,402,20.1,nan,77,3.9000000000000004,3.9000000000000004,27.45249265214842,6.349882139593366,15.764598319139173,-26.158457675521806,3.2756381314057537,612.9233743296945,178.7112965740714,56.08428885140564
49,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-260.59962169757694,17.63089942932129,CLEAR,385,19.25,nan,76,3.85,3.85,19.70521382926758,4.069177103331868,16.01966247648682,-84.94877574891999,3.6974869773942936,1746.8400355342135,241.09431383709517,61.499517341338475
50,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-223.14879216845821,4.842067718505859,DECISION,368,18.400000000000002,nan,66,3.35,3.35,29.260788166438346,6.935626517666875,13.160842862755493,-26.367070102429246,3.502320575593072,607.2374912463852,210.4255177995534,56.692933321333385
51,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-221.2598448222461,18.41010093688965,CLEAR,293,14.65,nan,67,3.4000000000000004,3.4000000000000004,18.146273648786742,5.082974189182718,15.89403755648509,-51.15791122162547,3.0877304695269885,1108.6094552176678,96.57481718600893,49.20846264016382
52,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-239.5865700247158,17.409727096557617,CLEAR,320,16.0,nan,69,3.5,3.5,19.08091818755987,4.962656911018251,15.7460544999024,-54.71391195976084,3.6895648579451827,1107.2533205504474,181.18735863016752,57.46808445502511
53,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-263.29090101216343,17.114017486572266,CLEAR,399,19.950000000000003,nan,81,4.1000000000000005,4.1000000000000005,21.073367253875972,4.013658736204937,14.359721081991475,-110.42625167670055,3.107838464485292,2245.2596741442594,137.48305624161452,56.11739402945563
54,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-206.2161849057801,16.654050827026367,CLEAR,275,13.75,nan,11,0.6000000000000001,0.6000000000000001,19.473339423329527,6.021474633786313,14.030422534584917,-77.79609186123677,3.4367328817400007,1626.9176033704464,151.3327603303368,57.047225003090986
