episodes,success_rate,collision_rate,timeout_rate,avg_completion_time_s,median_completion_time_s,p90_completion_time_s,mean_min_ttc,median_min_ttc,p10_min_ttc,avg_wait_time_before_commit_s,median_wait_time_before_commit_s,non_collision_mean_p90_abs_jerk_mps3,non_collision_mean_max_abs_jerk_mps3,non_collision_mean_mean_abs_jerk_mps3,success_only_avg_completion_time_s,tag,env_module,env_class,model
100,0.44,0.56,0.0,9.788,9.700000000000001,10.9,nan,nan,nan,0.6035,0.6000000000000001,90.08375486648899,515.1488873881736,42.61703485839398,10.62159090909091,left_full_30k_det,ppo_env_left_full,CarlaPPOEnvTouchPhase,results/ppo/left_full_30k/ppo_left_full_30k.zip
