episodes,success_rate,collision_rate,timeout_rate,avg_completion_time_s,median_completion_time_s,p90_completion_time_s,mean_min_ttc,median_min_ttc,p10_min_ttc,avg_wait_time_before_commit_s,median_wait_time_before_commit_s,non_collision_mean_p90_abs_jerk_mps3,non_collision_mean_max_abs_jerk_mps3,non_collision_mean_mean_abs_jerk_mps3,success_only_avg_completion_time_s,tag,env_module,env_class,model
100,0.51,0.49,0.0,18.7175,18.925,21.275000000000002,nan,nan,nan,3.5165,3.5500000000000003,174.29090484910154,573.3238939576835,55.14049416098232,19.451960784313727,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip
