episodes,success_rate,collision_rate,timeout_rate,avg_completion_time_s,median_completion_time_s,p90_completion_time_s,mean_min_ttc,median_min_ttc,p10_min_ttc,avg_wait_time_before_commit_s,median_wait_time_before_commit_s,non_collision_mean_p90_abs_jerk_mps3,non_collision_mean_max_abs_jerk_mps3,non_collision_mean_mean_abs_jerk_mps3,success_only_avg_completion_time_s,tag,env_module,env_class,model
100,0.23,0.77,0.0,6.4265,6.15,7.6000000000000005,nan,nan,nan,0.6045000000000001,0.6000000000000001,53.27817654282534,484.9158441525421,29.46957483423163,7.643478260869566,left_no_idle_30k_det,ppo_env_left_no_idle,CarlaPPOEnvTouchPhase,results/ppo/left_no_idle_30k/ppo_left_no_idle_30k.zip
