episodes,success_rate,collision_rate,timeout_rate,avg_completion_time_s,median_completion_time_s,p90_completion_time_s,mean_min_ttc,median_min_ttc,p10_min_ttc,avg_wait_time_before_commit_s,median_wait_time_before_commit_s,non_collision_mean_p90_abs_jerk_mps3,non_collision_mean_max_abs_jerk_mps3,non_collision_mean_mean_abs_jerk_mps3,success_only_avg_completion_time_s,tag,env_module,env_class,model
100,0.8,0.2,0.0,8.5175,8.8,9.3,nan,nan,nan,0.6040000000000001,0.6000000000000001,61.03617667943092,506.64988027816406,34.73926865209428,8.922500000000001,left_reward_tuned_30k_det,ppo_env_left_reward_tuned,CarlaPPOEnvTouchPhase,results/ppo/left_reward_tuned_30k/ppo_left_reward_tuned_30k.zip
