episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
10,highway_merge,-67.96183726645678,False,True,False,False,119,51.40142822265625,1.6191363334655762,31.221493631601334,lane_departure_early_collision,2.021486282348633,51.40142822265625,0.12605042016806722,0.47058823529411764,max_lane_offset=2.021; final_goal_distance=51.401; low_speed_ratio=0.126; high_traffic_ratio=0.471
14,highway_merge,-67.1359308749959,False,True,False,False,118,50.48721694946289,1.7452129125595093,32.54653640091419,lane_departure_early_collision,2.0186679363250732,50.48721694946289,0.1271186440677966,0.4661016949152542,max_lane_offset=2.019; final_goal_distance=50.487; low_speed_ratio=0.127; high_traffic_ratio=0.466
15,highway_merge,-31.78880376309143,False,True,False,False,187,10.65210247039795,0.006547408178448677,43.32004263997078,terminal_oscillation_collision,2.087979316711426,10.65210247039795,0.08021390374331551,0.24064171122994651,max_lane_offset=2.088; final_goal_distance=10.652; low_speed_ratio=0.080; high_traffic_ratio=0.241
16,highway_merge,-84.5174382875287,False,True,False,False,105,53.33320617675781,1.2808610200881958,35.11441692709923,lane_departure_early_collision,2.0638465881347656,53.33320617675781,0.14285714285714285,0.6285714285714286,max_lane_offset=2.064; final_goal_distance=53.333; low_speed_ratio=0.143; high_traffic_ratio=0.629
18,highway_merge,-63.461684016726494,False,True,False,False,117,52.04570770263672,1.55691397190094,31.708870455622673,lane_departure_early_collision,1.7736862897872925,52.04570770263672,0.1282051282051282,0.5128205128205128,max_lane_offset=1.774; final_goal_distance=52.046; low_speed_ratio=0.128; high_traffic_ratio=0.513
24,highway_merge,-70.08342830531993,False,True,False,False,112,53.4135856628418,1.2064868211746216,32.28601008653641,lane_departure_early_collision,1.9009124040603638,53.4135856628418,0.13392857142857142,0.5803571428571429,max_lane_offset=1.901; final_goal_distance=53.414; low_speed_ratio=0.134; high_traffic_ratio=0.580
27,highway_merge,-78.69328347778828,False,True,False,False,120,49.82405471801758,1.6278340816497803,40.81443965435028,lane_departure_early_collision,1.9718397855758667,49.82405471801758,0.125,0.6,max_lane_offset=1.972; final_goal_distance=49.824; low_speed_ratio=0.125; high_traffic_ratio=0.600
28,highway_merge,-87.06521558845806,False,True,False,False,104,53.2374267578125,1.2793354988098145,40.02512454986572,lane_departure_early_collision,2.0452353954315186,53.2374267578125,0.14423076923076922,0.625,max_lane_offset=2.045; final_goal_distance=53.237; low_speed_ratio=0.144; high_traffic_ratio=0.625
35,highway_merge,-73.0287906332415,False,True,False,False,105,52.79457092285156,1.1353768110275269,34.076446294784546,lane_departure_early_collision,2.1650516986846924,52.79457092285156,0.14285714285714285,0.49523809523809526,max_lane_offset=2.165; final_goal_distance=52.795; low_speed_ratio=0.143; high_traffic_ratio=0.495
36,highway_merge,-69.42740224884565,False,True,False,False,115,51.7265739440918,1.5334687232971191,30.86624711751938,lane_departure_early_collision,2.004002094268799,51.7265739440918,0.13043478260869565,0.5043478260869565,max_lane_offset=2.004; final_goal_distance=51.727; low_speed_ratio=0.130; high_traffic_ratio=0.504
