episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,wait_reward,build_speed_reward,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
65,0,-0.09852943602008415,72.39385223388672,0.0059668815793346534,0.0376308411359787,20.893617141991854,56,0.0,0.008529436020084163,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,5.169042739992699,True,False,0,False,False,False,False
65,1,-0.0985865704865687,72.39385223388672,0.0031018527610649003,0.03762546181678772,23.13938481733203,56,0.0,0.008586570486568707,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.667366952603903,True,False,0,False,False,False,False
65,2,-0.09871002607470822,72.39385223388672,0.00616884451890075,0.03754982352256775,23.240158427506685,56,0.0,0.008710026074708223,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.647128389287265,True,False,0,False,False,False,False
65,3,-0.09835545867713721,72.39385223388672,0.006530032457950061,0.03745712339878082,23.270373763516545,56,0.0,0.008355458677137216,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.64109434156675,True,False,0,False,False,False,False
65,4,-0.09831408687682253,72.39385986328125,0.005769325381480023,0.03737060725688934,23.322315579280257,56,-7.62939453125e-06,0.008306457482291274,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.630758023699332,True,False,0,False,False,False,False
65,5,-0.09831803424792751,72.39385986328125,0.004672532535669842,0.03729817271232605,23.38524472899735,56,0.0,0.008318034247927509,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.6182967615507415,True,False,0,False,False,False,False
65,6,-0.09833540993161298,72.39385986328125,0.0035934790284132536,0.03724139928817749,23.453579619526863,56,0.0,0.008335409931612985,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.28742218017578,829.4597967798935,inf,inf,60.0,4.604840785586602,True,False,0,False,False,False,False
65,7,-0.09844510368096314,72.39385986328125,0.002662343159826846,0.0371987521648407,23.613811936229467,56,0.0,0.008445103680963148,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.285625457763672,818.5701199683705,inf,inf,60.0,4.573594483248217,True,False,0,False,False,False,False
65,8,-0.09844330480905686,72.39385986328125,0.0008663080688136285,0.03718551993370056,23.68496029637754,56,0.0,0.008443304809056857,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.283857345581055,808.7808323024004,inf,inf,60.0,4.559855648840497,True,False,0,False,False,False,False
65,9,-0.09844048193111206,72.39385986328125,0.001175047406984949,0.03716999292373657,23.76177038066089,56,0.0,0.008440481931112066,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2819881439209,751.2521155573124,inf,inf,60.0,4.545115884458613,True,False,0,False,False,False,False
65,10,-0.09271025464460476,72.38880157470703,2.0783838473193526,0.037260912358760834,23.83506216108799,56,0.00505828857421875,0.007768543218823517,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.267715454101562,47.605089062471215,inf,inf,51.96345234269199,4.531139850615358,True,False,0,False,False,False,False
65,11,-0.07663888824014341,72.36837005615234,4.5055885380961085,0.03751913830637932,23.7015800178051,56,0.0204315185546875,0.0070704067948309055,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.214048385620117,22.712294184048535,inf,inf,23.970231432992044,4.556658244676863,True,False,0,False,False,False,False
65,12,0.0164752765192306,72.3355941772461,6.407158497710801,0.037757910788059235,23.527458803728223,56,0.03277587890625,0.006300602387019402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.129663467407227,16.11581246518568,inf,inf,16.856146143190788,4.590381005486493,True,False,0,False,False,False,False
65,13,0.026042742862600318,72.29383850097656,8.013377329105825,0.03795277699828148,23.43839831650257,56,0.04175567626953125,0.005712933406930932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.022916793823242,12.897662344487312,inf,inf,13.477463442003074,4.607823390558179,True,False,0,False,False,False,False
65,14,0.03421625897050978,72.24444580078125,9.313109752121019,0.038144562393426895,23.383142380043864,56,0.0493927001953125,0.005176441224802716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.897409439086914,11.09139563994463,inf,inf,11.596556131576083,4.618711986810277,True,False,0,False,False,False,False
65,15,0.04115850532942638,72.18856048583984,10.416820791173746,0.14736276865005493,23.314968086779118,56,0.05588531494140625,0.0047268096119798654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.756061553955078,9.88587540919755,inf,inf,10.367846597832347,4.632217363455968,True,False,0,False,False,False,False
