episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,success,crashed,timed_out,stuck
83,0,-0.2047003096407893,72.39385223388672,0.005956751731247954,0.03763103485107422,32.70755007863045,56,0.0,0.012648244831255009,0.0,0.0,0.0,0.0,0.0,0.08,0.0783972253203392,0.02365483948919508,0.0,inf,inf,False,False,False,False
83,1,-0.18112452425448075,72.39385223388672,0.0031013820178776197,0.03762592375278473,31.406323313713074,56,0.0,0.011420713842044029,0.0,0.0,0.0,0.0,0.0,0.08,0.07811583536863327,0.0015879750438034532,0.0,inf,inf,False,False,False,False
83,2,-0.17988701139016733,72.39385223388672,0.006174777670581866,0.03755028545856476,31.566889733076096,56,0.0,0.011370175705279283,0.0,0.0,0.0,0.0,0.0,0.08,0.07825907415151596,0.00025776153337210415,0.0,inf,inf,False,False,False,False
83,3,-0.17959436470162535,72.39385223388672,0.006530504642779133,0.03745746612548828,31.591368913650513,56,0.0,0.011331617088377854,0.0,0.0,0.0,0.0,0.0,0.08,0.07814009052515031,0.0001226570880971849,0.0,inf,inf,False,False,False,False
83,4,-0.17957706574923737,72.39385223388672,0.005768706125983329,0.03737075626850128,31.593778878450394,56,0.0,0.011348717938786423,0.0,0.0,0.0,0.0,0.0,0.08,0.07810443341732025,0.00012391439313068985,0.0,inf,inf,False,False,False,False
83,5,-0.17951059367817893,72.39385986328125,0.0046740709877932905,0.03729847073554993,31.620231494307518,56,-7.62939453125e-06,0.01134657415079948,0.0,0.0,0.0,0.0,0.0,0.08,0.07802944856882095,0.00012694156402722002,0.0,inf,inf,False,False,False,False
83,6,-0.1794307386496454,72.39385986328125,0.0035892892510893193,0.03724166750907898,31.646272391080856,56,0.0,0.011366865060606558,0.0,0.0,0.0,0.0,0.0,0.08,0.07794105827808379,0.0001228153109550476,0.0,inf,inf,False,False,False,False
83,7,-0.17936526941849498,72.39385986328125,0.0026630209772112562,0.03719894587993622,31.66348546743393,56,0.0,0.011380067642467274,0.0,0.0,0.0,0.0,0.0,0.08,0.07786555916070939,0.00011964261531829834,0.0,inf,inf,False,False,False,False
83,8,-0.17927412338498228,72.39385986328125,0.0008679198327266269,0.03718571364879608,31.69229105114937,56,0.0,0.011387038602858696,0.0,0.0,0.0,0.0,0.0,0.08,0.07776663303375243,0.00012045174837112426,0.0,inf,inf,False,False,False,False
83,9,-0.17918637010249752,72.39385986328125,0.0011761813570924646,0.03717018663883209,31.718394309282303,56,0.0,0.011403014630353786,0.0,0.0,0.0,0.0,0.0,0.08,0.0776650173664093,0.0001183381057344377,0.0,inf,inf,False,False,False,False
83,10,-0.1735426285940212,72.3890380859375,2.0794441281850182,0.03726130723953247,31.75271585583687,56,0.00482177734375,0.010717181392292347,0.0,0.0,0.0,0.0,0.0,0.08,0.07753534013032914,0.00011188441514968872,0.0,inf,inf,False,False,False,False
83,11,-0.160802036011317,72.3696517944336,4.656194905642799,0.037528421729803085,31.464007571339607,56,0.01938629150390625,0.010386863732435924,0.0,0.0,0.0,0.0,0.0,0.08,0.07900749403238297,0.0007939697504043578,0.0,inf,inf,False,False,False,False
83,12,-0.07134792936122422,72.3392562866211,6.46038039323677,0.03785032033920288,31.095134764909744,56,0.0303955078125,0.00960077355703715,0.0,0.0,0.0,0.0,0.0,0.0,0.0809584659934044,0.0011841976232826708,0.0,29.141504287719727,15.843727354278458,False,False,False,False
83,13,-0.06334181891700529,72.3003921508789,7.989675903442419,0.038251589983701706,30.80358199775219,56,0.0388641357421875,0.008861735730825888,0.0,0.0,0.0,0.0,0.0,0.0,0.08237393373250962,0.0009702851958572864,0.0,29.04124641418457,12.761308853307586,False,False,False,False
83,14,-1.057009584637271,72.25497436523438,9.211703712384518,0.21359942853450775,30.612559765577316,56,0.04541778564453125,0.008272170813666246,0.0,0.0,0.0,0.0,0.0,0.0,0.08342992299795152,0.0007252764701843261,-1.0,28.921897888183594,11.015958838912693,False,False,False,False
83,15,-1.051484451869655,72.20386505126953,10.284266776879706,0.21350397169589996,30.469254031777382,56,0.05110931396484375,0.007768699437532135,0.0,0.0,0.0,0.0,0.0,0.0,0.08422609847784042,0.0005989679191261531,-1.0,28.7857608795166,9.807673911715508,False,False,False,False
83,16,-1.0466961794561915,72.14772033691406,11.334280910559746,0.09548915922641754,30.31580552458763,56,0.05614471435546875,0.007302410013156383,0.0,0.0,0.0,0.0,0.0,0.0,0.08492995589971543,0.0006085278987884521,-1.0,28.634065628051758,8.839447052363981,False,False,False,False
83,17,-1.0555418194152886,72.08689880371094,12.32586703063553,0.04236860200762749,30.2066657692194,56,0.060821533203125,0.006923427480007194,0.0,0.013347999576978254,0.0,0.0,0.0,0.0,0.08558307373523713,0.0005088518261909485,-1.0,28.46727752685547,8.068395428114394,False,False,False,False
83,18,-1.0978017544476064,72.02192687988281,13.251929091931055,0.04267682507634163,30.097462981939316,56,0.064971923828125,0.006522539992292501,0.0,0.05956801605647044,0.0,0.0,0.0,0.0,0.08616356271505354,0.0005195595119148493,-1.0,28.286455154418945,7.447646977918763,False,False,False,False
83,19,-1.1463730808892258,71.95148468017578,14.09804267260874,0.03863336890935898,30.004729628562927,56,0.07044219970703125,0.00759611198861253,0.0,0.11205233765070872,0.0,0.0,0.0,0.0,0.08668505907058716,0.0004817718863487244,-1.0,28.091346740722656,6.967440082580118,False,False,False,False
83,20,-1.194333420296216,71.87830352783203,14.931088008503416,0.0363917350769043,29.939191192388535,56,0.07318115234375,0.007821481174306637,0.0,0.16283864212458568,0.0,0.0,0.0,0.0,0.08646268689632416,0.0003917624447494745,-1.0,27.885679244995117,6.526470197960808,False,False,False,False
83,21,-1.2420390758632915,71.80245208740234,15.749630066969411,0.03764345869421959,29.654677882790565,56,0.0758514404296875,0.005658705838200643,0.0,0.21388148498957593,0.0,0.0,0.0,0.0,0.08751028442382813,0.0008400410413742066,-1.0,27.6678409576416,6.130957295541749,False,False,False,False
83,22,-1.286438590857727,71.72319030761719,16.544526633723642,0.0417463518679142,29.627110809087753,56,0.07926177978515625,0.005029859938686401,0.0,0.26244773102229074,0.0,0.0,0.0,0.0,0.0878288824558258,0.0003938972260802984,-1.0,27.4371280670166,5.779367515940264,False,False,False,False
83,23,-1.3301735629532756,71.64044952392578,17.341264342442955,0.04758059233427048,29.50507164001465,56,0.08274078369140625,0.004644039209459952,0.0,0.3095652504009529,0.0,0.0,0.0,0.0,0.08821802300214768,0.00048703403212130064,-1.0,27.193376541137695,5.457917431986396,False,False,False,False
83,24,-1.3891414966992397,71.55437469482422,18.14021941815755,0.054054271429777145,29.349626898765564,56,0.0860748291015625,0.004401780284378459,0.0,0.37187251282160716,0.0,0.0,0.0,0.0,0.08838489949703217,0.0005571331977844238,-1.0,26.93695640563965,5.162709322212496,False,False,False,False
83,25,-1.419310243080649,71.46544647216797,18.897497186166436,0.06116582825779915,29.389287382364273,56,0.08892822265625,0.00440250760015435,0.0,0.4047468109173103,0.0,0.0,0.0,0.0,0.08868770891427993,0.0004014383051544428,-1.0,26.667720794677734,4.902478516145993,False,False,False,False
83,26,-1.4556942919652431,71.37630462646484,18.988267928512148,0.06897664070129395,29.21575717628002,56,0.089141845703125,0.004018096706469439,0.0,0.44109973144953685,0.0,0.0,0.0,0.0,0.08910344630479812,0.0006148632075637578,-1.0,26.39252471923828,4.8171538261766225,False,False,False,False
83,27,-1.4957100523017166,71.2876968383789,19.07280517357012,0.07686015218496323,29.203752279281616,56,0.0886077880859375,0.003902593364980749,0.0,0.4810613555950447,0.0,0.0,0.0,0.0,0.08907426583766936,0.0002796255899593234,-1.0,26.114973068237305,4.735044063685905,False,False,False,False
83,28,-1.5320958756311296,71.19642639160156,19.49072180452621,0.08254800736904144,29.17158454656601,56,0.09127044677734375,0.006056566964379033,0.0,0.5179974479717536,0.0,0.0,0.0,0.0,0.08901353132724762,0.00029877614509314296,-1.0,25.83772087097168,4.591352190719433,False,False,False,False
83,29,-1.5639354825316476,71.10468292236328,19.87640171316735,0.08889138698577881,29.0290579944849,56,0.09174346923828125,0.005652060921597904,0.0,0.5511550827068611,0.0,0.0,0.0,0.0,0.08842781528830529,0.00044399285316467285,-1.0,25.553674697875977,4.456118821763945,False,False,False,False
83,30,-1.5933352229358784,71.0125961303711,20.529825282988718,0.09672289341688156,28.780578151345253,56,0.0920867919921875,0.003351759843603515,0.0,0.5821461601299568,0.0,0.0,0.0,0.0,0.08914939942955971,0.0007746955249458551,-1.0,25.258384704589844,4.262266130525396,False,False,False,False
