episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,wait_reward,build_speed_reward,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
53,0,-0.09726931890660405,72.39385223388672,0.005966847721355345,0.0376308411359787,16.875020787119865,56,0.0,0.007269318906604046,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,6.3999921163020295,True,False,0,False,False,False,False
53,1,-0.0972311465134066,72.39385223388672,0.0031013930608065664,0.0376255065202713,18.87483023107052,56,0.0,0.007231146513406608,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.288869857788086,527.7611022086274,inf,inf,60.0,5.721905769632694,True,False,0,False,False,False,False
53,2,-0.09780802623689691,72.39385223388672,0.0061700906874275815,0.03754982352256775,19.02601294219494,56,0.0,0.007808026236896919,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.286069869995117,517.9700872918495,inf,inf,60.0,5.676438901209986,True,False,0,False,False,False,False
53,3,-0.09699599317026399,72.39385223388672,0.006528420380896772,0.037457093596458435,19.049171805381775,56,0.0,0.006995993170263983,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2832088470459,508.83556095506606,inf,inf,60.0,5.669537820509752,True,False,0,False,False,False,False
53,4,-0.09699102408174368,72.39385986328125,0.0057688472064455825,0.037370577454566956,19.09570410847664,56,-7.62939453125e-06,0.006983394687212436,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.280372619628906,500.23555797855676,inf,inf,60.0,5.65572232301497,True,False,0,False,False,False,False
53,5,-0.09697511133014479,72.39385986328125,0.004671675434140592,0.03729817271232605,19.14751634001732,56,0.0,0.006975111330144793,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.277379989624023,478.257381050385,inf,inf,60.0,5.640418218329736,True,False,0,False,False,False,False
53,6,-0.09699389180672965,72.39385986328125,0.0035926920830314057,0.03724139928817749,19.204854257404804,56,0.0,0.0069938918067296635,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.274261474609375,477.72106499353293,inf,inf,60.0,5.623578213740336,True,False,0,False,False,False,False
53,7,-0.0970129142531467,72.39385986328125,0.0026647139452259322,0.03719872236251831,19.26724210381508,56,0.0,0.0070129142531467036,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.271198272705078,469.648471732131,inf,inf,60.0,5.605368916738482,True,False,0,False,False,False,False
53,8,-0.0970354571901181,72.39385986328125,0.000867873454507895,0.03718556463718414,19.335471130907536,56,0.0,0.007035457190118096,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.268009185791016,461.9898880026494,inf,inf,60.0,5.5855892659043205,True,False,0,False,False,False,False
53,9,-0.09705866364988731,72.39385986328125,0.0011752477869947054,0.03716999292373657,19.40946489572525,56,0.0,0.007058663649887323,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.264842987060547,454.7079787988361,inf,inf,60.0,5.564295593939119,True,False,0,False,False,False,False
