episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
0,highway_merge,-458.4003590167124,False,True,False,False,528,47.46065902709961,1.7340408563613892,33.88353243470192,lane_departure_early_collision,2.8582303524017334,47.46065902709961,0.7253787878787878,0.041666666666666664,max_lane_offset=2.858; final_goal_distance=47.461; low_speed_ratio=0.725; high_traffic_ratio=0.042
2,highway_merge,-109.1885966690383,False,True,False,False,138,67.08623504638672,0.9837054014205933,34.77541655302048,hesitation_then_collision,0.9837054014205933,67.08623504638672,0.6014492753623188,0.0,max_lane_offset=0.984; final_goal_distance=67.086; low_speed_ratio=0.601; high_traffic_ratio=0.000
6,highway_merge,-286.0896537619831,False,False,False,True,411,48.203575134277344,1.2413086891174316,42.40724667906761,lane_departure_early_collision,3.05080246925354,48.203575134277344,0.6788321167883211,0.12408759124087591,max_lane_offset=3.051; final_goal_distance=48.204; low_speed_ratio=0.679; high_traffic_ratio=0.124
7,highway_merge,-210.00249038472128,False,True,False,False,190,48.06747055053711,1.6718735694885254,33.52616026997566,lane_departure_early_collision,2.02878737449646,48.06747055053711,0.3368421052631579,0.23684210526315788,max_lane_offset=2.029; final_goal_distance=48.067; low_speed_ratio=0.337; high_traffic_ratio=0.237
8,highway_merge,-270.1025446796643,False,True,False,False,315,47.798439025878906,1.589779019355774,35.01931518316269,lane_departure_early_collision,2.3312466144561768,47.798439025878906,0.5619047619047619,0.17142857142857143,max_lane_offset=2.331; final_goal_distance=47.798; low_speed_ratio=0.562; high_traffic_ratio=0.171
10,highway_merge,-294.01092863821447,False,True,False,False,265,46.56619644165039,1.5590139627456665,44.11740034818649,lane_departure_early_collision,2.108304738998413,46.56619644165039,0.5056603773584906,0.30943396226415093,max_lane_offset=2.108; final_goal_distance=46.566; low_speed_ratio=0.506; high_traffic_ratio=0.309
11,highway_merge,-85.87325702057923,False,False,False,True,277,66.5951156616211,0.8956713676452637,33.49738888442516,hesitation_then_collision,0.8957563638687134,66.5951156616211,0.7653429602888087,0.0,max_lane_offset=0.896; final_goal_distance=66.595; low_speed_ratio=0.765; high_traffic_ratio=0.000
12,highway_merge,-248.15840024917054,False,True,False,False,333,47.457942962646484,1.4312299489974976,33.45347173511982,lane_departure_early_collision,1.7508567571640015,47.457942962646484,0.5735735735735735,0.12312312312312312,max_lane_offset=1.751; final_goal_distance=47.458; low_speed_ratio=0.574; high_traffic_ratio=0.123
13,highway_merge,-98.55052702288513,False,True,False,False,115,67.20903015136719,0.9737707376480103,33.651246428489685,hesitation_then_collision,0.975602924823761,67.20903015136719,0.5478260869565217,0.0,max_lane_offset=0.976; final_goal_distance=67.209; low_speed_ratio=0.548; high_traffic_ratio=0.000
14,highway_merge,-154.87671884997988,False,False,False,True,243,54.5141487121582,0.37471845746040344,45.0,lane_departure_early_collision,2.0238306522369385,54.5141487121582,0.5843621399176955,0.23045267489711935,max_lane_offset=2.024; final_goal_distance=54.514; low_speed_ratio=0.584; high_traffic_ratio=0.230
16,highway_merge,-117.24804533151344,False,True,False,False,95,67.1797103881836,1.0241254568099976,28.863017186522484,lane_departure_early_collision,1.0241254568099976,67.1797103881836,0.42105263157894735,0.0,max_lane_offset=1.024; final_goal_distance=67.180; low_speed_ratio=0.421; high_traffic_ratio=0.000
17,highway_merge,-279.7461970628989,False,False,False,True,355,55.615455627441406,0.12736767530441284,35.79916208982468,lane_departure_early_collision,2.9041130542755127,55.615455627441406,0.6901408450704225,0.21971830985915494,max_lane_offset=2.904; final_goal_distance=55.615; low_speed_ratio=0.690; high_traffic_ratio=0.220
18,highway_merge,-176.00100155877627,False,False,False,True,336,55.853118896484375,0.25334540009498596,42.5097593665123,lane_departure_early_collision,2.618025541305542,55.853118896484375,0.6785714285714286,0.08035714285714286,max_lane_offset=2.618; final_goal_distance=55.853; low_speed_ratio=0.679; high_traffic_ratio=0.080
