episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,lane_end_urgency_penalty,longitudinal_smooth_penalty,wait_reward,build_speed_reward,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
61,0,-0.12543206200003626,72.39385223388672,0.00594617514995323,0.03763073682785034,21.063726022839546,56,0.0,0.00543206200003624,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.13076656413403,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,1,-0.12418931286782027,72.39385223388672,0.0031135725667810277,0.03762497007846832,19.07894231379032,56,0.0,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.24819807999006,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,2,-0.12581068746745588,72.39385223388672,0.006176093988494334,0.03754955530166626,29.59448106586933,56,0.0,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.3774554687942,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,3,-0.12418931286782027,72.39385223388672,0.0065300227020711555,0.037456899881362915,17.61009458452463,56,0.0,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0330154199607,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,4,-0.12581984274089336,72.39385986328125,0.0057830544321550575,0.037370190024375916,28.570368736982346,56,-9.1552734375e-06,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.456881396864,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,5,-0.12418931286782027,72.39385986328125,0.004669710988390534,0.03729793429374695,17.40562677383423,56,0.0,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.4096064714254,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,6,-0.12581068746745588,72.39385986328125,0.0035905136205068994,0.03724129498004913,24.156861696392298,56,0.0,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.10442577383037,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,7,-0.12418931286782027,72.39385986328125,0.002667444168877828,0.03719867765903473,21.048748400062323,56,0.0,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.9458331169631,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,8,-0.12581068746745588,72.39385986328125,0.0008748542080304192,0.03718544542789459,31.128650978207588,56,0.0,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.4814084229214,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,9,-0.12418931286782027,72.39385986328125,0.0011756680073110853,0.0371699184179306,19.148274399340153,56,0.0,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.3867912040577,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,10,-0.11921889059245587,72.38836669921875,2.0728230459613086,0.03726524859666824,29.965714886784554,56,0.006591796875,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53369728083663,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,11,-3.770153969526527e-05,72.36824035644531,4.541244388912783,0.0375259630382061,17.943625263869762,56,0.024151611328125,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96571779515231,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,12,0.015058453157544133,72.33418273925781,6.5440512765866625,0.037895288318395615,21.380433635786176,56,0.040869140625,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.677153764900579,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,13,0.026512591429054735,72.29193115234375,7.985439776981095,0.03821001946926117,14.840608835220337,56,0.050701904296874996,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91631413835274,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,14,0.035346539095044135,72.240966796875,9.168488241283466,0.1104867234826088,18.024541474878788,56,0.0611572265625,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.361462707443504,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,15,0.04343153674155473,72.18461608886719,10.26506129917672,0.1465117186307907,14.084901809692383,56,0.06762084960937499,0.004189312867820263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05570165903422,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,16,0.05024216897785663,72.1212387084961,11.246962750934092,0.1870986521244049,24.80592057108879,56,0.0760528564453125,0.005810687467455864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.103077136711013,0.0,0.0,0.0,0.0,True,False,0,False,False,False,False
61,17,0.03688063342124223,72.05368041992188,12.034798984305203,0.0427171029150486,9.74332943558693,56,0.0810699462890625,0.024189312867820265,0.0,0.03182428028854079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.431115824506898,0.0,0.0,0.0,0.0,False,False,0,False,False,False,False
61,18,0.04883897073566912,71.98313903808594,12.188695058431389,0.044024307280778885,11.313204914331436,56,0.08464965820312499,0.015810687467455866,0.0,0.055812047984921405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.257657755801883,0.0,0.0,0.0,0.0,False,False,0,False,False,False,False
61,19,0.047017740197479715,71.91426849365234,12.01178100213259,0.042694345116615295,5.537598878145218,56,0.0826446533203125,0.015626913122832774,0.0,0.08805205014022537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.309605484828827,0.0,0.0,0.0,0.0,False,False,0,False,False,False,False
61,20,0.04592759378254414,71.84615325927734,11.649674421107761,0.043358027935028076,10.234215259552002,56,0.08173828125,0.015810687467455863,0.0,0.09871508624824234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.502136683396905,0.0,0.0,0.0,0.0,False,False,0,False,False,False,False
61,21,0.04363966662436723,71.78129577636719,11.227565107076561,0.04520264267921448,6.636338979005814,56,0.07782897949218749,0.014189312867820263,0.0,0.12132852223190016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.753727470959937,0.0,0.0,0.0,0.0,False,False,0,False,False,False,False
