episode,step,reward,phase,goal_distance,speed_kmh,dist_to_conflict,phase_touch_idx,progress_reward,comfort_penalty,phase_bonus,phase_penalty,success,crashed,timed_out
24,0,0.01170372813940048,APPROACH_DECIDE,34.10476303100586,0.007582591477746906,16.90724754333496,13,-3.814697265625e-06,0.003292457163333893,0.02,0.0,False,False,False
24,1,0.01370754301548004,APPROACH_DECIDE,34.10476303100586,0.0008395614404037708,16.90724754333496,13,0.0,0.0012924569845199586,0.02,0.0,False,False,False
24,2,0.01370754301548004,APPROACH_DECIDE,34.10476303100586,0.0040463331622262256,16.90724754333496,13,0.0,0.0012924569845199586,0.02,0.0,False,False,False
24,3,0.01229627162218094,APPROACH_DECIDE,34.104759216308594,0.004750831705866068,16.90724754333496,13,3.814697265625e-06,0.0027075430750846865,0.02,0.0,False,False,False
24,4,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.004369125282772559,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,5,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.003614913673279499,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,6,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0028156585526465483,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,7,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0021096152333771744,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,8,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0006945419432837546,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,9,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0009442749422338228,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
24,10,0.021130448579788207,APPROACH_DECIDE,34.09452819824219,2.0309267728646025,16.895341873168945,13,0.01023101806640625,0.004100569486618042,0.02,0.0,False,False,False
