episode,scenario,reward,success,crashed,timed_out,stuck,steps,time_s,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
10,highway_merge,-34.30221370082758,False,False,False,True,361,18.05000026896596,70.38968658447266,0.9042152621557186,0.2354527860879898,11.22838407754898,55,8.251714301859254,14.04970009706474,2.4896008399859846,464.6042845900662,157.6673044386394,hesitation_then_collision,0.2354527860879898,70.38968658447266,1.0,0.0,max_lane_offset=0.235; final_goal_distance=70.390; low_speed_ratio=1.000; high_traffic_ratio=0.000
