episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,lane_penalty,idle_penalty,action_delta_penalty,success,crashed,timed_out,stuck
95,0,-0.13556669430076929,72.39385223388672,0.005954144700805347,0.03763103485107422,32.59762845933437,56,0.0,0.013003867872620808,0.0,0.0,0.08,0.03256282642814848,False,False,False,False
95,1,-0.10256142170264736,72.39385223388672,0.0030962386156842964,0.03762592375278473,30.779760628938675,56,0.0,0.011185970802822853,0.0,0.0,0.08,0.0013754508998245,False,False,False,False
95,2,-0.10171938846259386,72.39385223388672,0.006168454913165093,0.037550315260887146,31.007838249206543,56,0.0,0.011345879830410788,0.0,0.0,0.08,0.000373508632183075,False,False,False,False
95,3,-0.10141454455904765,72.39385223388672,0.006529051453519701,0.03745751082897186,30.96419870853424,56,0.0,0.011272040048112258,0.0,0.0,0.08,0.00014250451093539596,False,False,False,False
95,4,-0.10140208737981105,72.39385223388672,0.005770372862867269,0.03737075626850128,30.955442637205124,56,0.0,0.011273636392416141,0.0,0.0,0.08,0.00012845098739489914,False,False,False,False
95,5,-0.10140529125537408,72.39385986328125,0.004672173978901835,0.03729847073554993,30.94669260084629,56,-7.62939453125e-06,0.011276763792891628,0.0,0.0,0.08,0.00012089806795120237,False,False,False,False
95,6,-0.10139882856721383,72.39385986328125,0.0035932919285770895,0.03724163770675659,30.93929171562195,56,0.0,0.01127946126342144,0.0,0.0,0.08,0.00011936730379238724,False,False,False,False
95,7,-0.10139857284413868,72.39385986328125,0.002667376783631376,0.03719902038574219,30.93439131975174,56,0.0,0.011281326216331078,0.0,0.0,0.08,0.00011724662780761718,False,False,False,False
95,8,-0.10140435165618583,72.39385986328125,0.0008747735515504814,0.03718574345111847,30.929480865597725,56,0.0,0.011287659170432379,0.0,0.0,0.08,0.00011669248575344681,False,False,False,False
95,9,-0.10139613613869337,72.39385986328125,0.0011727243300042377,0.03717014193534851,30.929947569966316,56,0.0,0.011282602162671228,0.0,0.0,0.08,0.00011353397602215409,False,False,False,False
95,10,-0.12196877988792022,72.38935852050781,2.0791827703547097,0.0372646264731884,29.547189027071,56,0.0045013427734375,0.013459907974963995,0.0,0.0,0.08,0.023010214686393735,False,False,False,False
95,11,-0.08855094763785695,72.37077331542969,4.689355637130295,0.03759351745247841,31.571621149778366,56,0.018585205078125,0.011408347414434899,0.0,0.0,0.08,0.00572780530154705,False,False,False,False
95,12,0.00769053661690613,72.34089660644531,6.516670498742462,0.03809330612421036,30.729732736945152,56,0.029876708984375,0.010519273818865813,0.0,0.0,0.0,0.0016668985486030577,False,False,False,False
95,13,0.018286707068632176,72.30255889892578,8.10353296667377,0.1984938234090805,30.659763291478157,56,0.03833770751953125,0.009250957125027845,0.0,0.0,0.0,0.0008000433258712292,False,False,False,False
95,14,0.02668940891182845,72.25556182861328,9.345382739236221,0.21357573568820953,30.46245865523815,56,0.0469970703125,0.009511401025142018,0.0,0.0,0.0,0.0007962603755295276,False,False,False,False
95,15,0.029738600483483056,72.2041015625,10.384471430468514,0.2135378122329712,30.818914845585823,56,0.05146026611328125,0.010708262810164706,0.0,0.0,0.0,0.001013402819633484,False,False,False,False
95,16,0.03618577592076894,72.1485366821289,11.382942739934812,0.09012073278427124,30.32638281583786,56,0.05556488037109375,0.008023736868033446,0.0,0.0,0.0,0.0013553675822913645,False,False,False,False
95,17,0.04201401386100062,72.08857727050781,12.364285996198905,0.04481584206223488,30.18955998122692,56,0.05995941162109375,0.007245959366977131,0.0,0.0,0.0,0.0006994383931159973,False,False,False,False
95,18,0.04550841525676734,72.0208740234375,13.236248801883661,0.04363890737295151,29.952498972415924,55,0.0677032470703125,0.011371267123938732,0.0,0.0,0.0,0.0008235646896064282,False,False,False,False
95,19,0.048139028766050314,71.95055389404297,14.073116096241396,0.03974422067403793,30.267241448163986,55,0.07032012939453125,0.010571282013461615,0.0,0.0,0.0,0.0016098186150193213,False,False,False,False
95,20,0.05424119618423714,71.8783187866211,14.911977306393812,0.03860393911600113,29.659271836280823,55,0.072235107421875,0.0062692421760366926,0.0,0.0,0.0,0.001724669061601162,False,False,False,False
95,21,0.048944142738340406,71.80647277832031,15.685057131523237,0.0440463125705719,29.60566185414791,56,0.07184600830078125,0.012335761806013073,0.0,0.0,0.0,0.0005661037564277649,False,False,False,False
95,22,0.05269525223053315,71.73241424560547,16.489665823484025,0.05363139137625694,28.278075009584427,56,0.07405853271484375,0.008596306251219722,0.0,0.0,0.0,0.0027669742330908775,False,False,False,False
95,23,0.06324128935175836,71.64937591552734,17.25863174163403,0.058749470859766006,28.728584200143814,56,0.083038330078125,0.008243201720836752,0.0,0.0,0.0,0.0015538390055298806,False,False,False,False
95,24,0.06461519127415997,71.56404876708984,18.03981136016197,0.0654885396361351,29.084602519869804,56,0.0853271484375,0.009234064384526189,0.0,0.0,0.0,0.001477892778813839,False,False,False,False
95,25,0.06910851258597918,71.4784164428711,18.8229015190049,0.07556185871362686,28.538459166884422,56,0.08563232421875,0.004954138891774946,0.0,0.0,0.0,0.001569672740995884,False,False,False,False
95,26,0.07109031710046641,71.39252471923828,18.862031121346686,0.08624612540006638,28.541442453861237,56,0.0858917236328125,0.004372149556695311,0.0,0.0,0.0,0.00042925697565078736,False,False,False,False
95,27,0.07096332312964189,71.30729675292969,19.01467443813494,0.09719748795032501,28.561203628778458,56,0.08522796630859375,0.004086850982789824,0.0,0.0,0.0,0.000177792196162045,False,False,False,False
95,28,0.07059806421234317,71.21776580810547,19.319576989572,0.1040685623884201,28.53995382785797,56,0.08953094482421875,0.008744745231018878,0.0,0.0,0.0,0.00018813538085669278,False,False,False,False
95,29,0.07150824803095854,71.12734985351562,19.77325962057102,0.11116773635149002,28.91789048910141,56,0.09041595458984375,0.007599455673428415,0.0,0.0,0.0,0.0013082508854568003,False,False,False,False
95,30,0.07474625112370192,71.03767395019531,20.33546312169845,0.12072933465242386,28.42412531375885,56,0.0896759033203125,0.0034657213886028692,0.0,0.0,0.0,0.0014639308080077172,False,False,False,False
95,31,0.07658656849965374,70.9472427368164,20.977729492036143,0.13157951831817627,28.426548689603806,56,0.09043121337890625,0.0033744970311232274,0.0,0.0,0.0,0.0004701478481292724,False,False,False,False
95,32,0.07573602077170827,70.8563461303711,21.690376549724263,0.14429612457752228,28.32488425076008,55,0.0908966064453125,0.004766702614802942,0.0,0.0,0.0,0.0003938830588012933,False,False,False,False
95,33,0.07860269154855365,70.76363372802734,22.552571734376333,0.15791632235050201,28.270039781928062,55,0.09271240234375,0.003568659269573761,0.0,0.0,0.0,0.0005410515256226063,False,False,False,False
95,34,0.08208427841392393,70.66850280761719,23.3229830299239,0.17172199487686157,28.258621618151665,55,0.09513092041015625,0.0024741140102124666,0.0,0.0,0.0,0.0005725279860198497,False,False,False,False
95,35,0.0709302332433857,70.56798553466797,24.096777837938212,0.18208064138889313,28.216733559966087,55,0.10051727294921875,0.007927083476064556,0.011110631121240376,0.0,0.0,0.0005493251085281372,False,False,False,False
95,36,0.04396220408805341,70.4643325805664,24.83207262711987,0.19126516580581665,28.38137224316597,55,0.1036529541015625,0.005629334826536427,0.04263640456542497,0.0,0.0,0.001425010621547699,False,False,False,False
95,37,0.010580373977256542,70.36176300048828,25.564333924178378,0.20357802510261536,27.875767461955547,55,0.102569580078125,0.0012604938332325564,0.07916516041701897,0.0,0.0,0.0015635518506169318,False,False,False,False
95,38,-0.07255343949691663,70.26126861572266,26.298463469939705,0.21975167095661163,27.855578809976578,54,0.100494384765625,0.004561184727086863,0.15792145558672932,0.0,0.0,0.0005651839487254619,False,False,False,False
95,39,-0.15645884749413339,70.16059875488281,27.026361017174576,0.23725304007530212,27.8994832187891,54,0.10066986083984375,0.003181863933285225,0.2433468891213118,0.0,0.0,0.0005999552793800831,False,False,False,False
95,40,-0.2660216268489599,70.0580825805664,27.752826081972238,0.25420525670051575,28.281728848814964,54,0.10251617431640625,0.0009003917117256534,0.35603683654720597,0.0,0.0,0.001600572906434536,False,False,False,False
95,41,-0.3457685655415832,69.95055389404297,28.3929502149114,0.26696163415908813,28.03375594317913,54,0.1075286865234375,0.006892943286802669,0.4357078907312667,0.0,0.0,0.000696418046951294,False,False,False,False
95,42,-0.40056756390854237,69.84095001220703,28.764826944239474,0.27753597497940063,28.252048194408417,54,0.1096038818359375,0.005415228377919657,0.4932512215213019,0.0,0.0,0.001504995845258236,False,False,False,False
95,43,-0.46789769363117667,69.73844146728516,28.71369453291844,0.29386311769485474,27.951649501919746,53,0.102508544921875,0.017347622169664338,0.5418745482400196,0.0,0.0,0.0011840681433677675,False,False,False,False
