episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
10,highway_merge,-67.96183726645678,False,True,False,False,119,51.40142822265625,1.6191363334655762,31.221493631601334,lane_departure_early_collision,2.021486282348633,51.40142822265625,0.12605042016806722,0.47058823529411764,max_lane_offset=2.021; final_goal_distance=51.401; low_speed_ratio=0.126; high_traffic_ratio=0.471
14,highway_merge,-67.1359308749959,False,True,False,False,118,50.48721694946289,1.7452129125595093,32.54653640091419,lane_departure_early_collision,2.0186679363250732,50.48721694946289,0.1271186440677966,0.4661016949152542,max_lane_offset=2.019; final_goal_distance=50.487; low_speed_ratio=0.127; high_traffic_ratio=0.466
15,highway_merge,-32.272405496055654,False,True,False,False,187,10.638988494873047,0.017767880111932755,43.300005197525024,terminal_oscillation_collision,2.087979316711426,10.638988494873047,0.08021390374331551,0.25133689839572193,max_lane_offset=2.088; final_goal_distance=10.639; low_speed_ratio=0.080; high_traffic_ratio=0.251
16,highway_merge,-84.620534156204,False,True,False,False,105,53.333038330078125,1.2773514986038208,35.128329545259476,lane_departure_early_collision,2.0642073154449463,53.333038330078125,0.14285714285714285,0.6285714285714286,max_lane_offset=2.064; final_goal_distance=53.333; low_speed_ratio=0.143; high_traffic_ratio=0.629
18,highway_merge,-63.461684016726494,False,True,False,False,117,52.04570770263672,1.55691397190094,31.708870455622673,lane_departure_early_collision,1.7736862897872925,52.04570770263672,0.1282051282051282,0.5128205128205128,max_lane_offset=1.774; final_goal_distance=52.046; low_speed_ratio=0.128; high_traffic_ratio=0.513
22,highway_merge,-68.67715401540968,False,True,False,False,112,53.10459899902344,1.3123265504837036,33.55493366718292,lane_departure_early_collision,1.8607542514801025,53.10459899902344,0.13392857142857142,0.5535714285714286,max_lane_offset=1.861; final_goal_distance=53.105; low_speed_ratio=0.134; high_traffic_ratio=0.554
23,highway_merge,-71.34187839344902,False,True,False,False,106,53.227622985839844,1.2670962810516357,39.697948694229126,lane_departure_early_collision,2.105062961578369,53.227622985839844,0.14150943396226415,0.37735849056603776,max_lane_offset=2.105; final_goal_distance=53.228; low_speed_ratio=0.142; high_traffic_ratio=0.377
24,highway_merge,-72.15517558341273,False,True,False,False,106,53.25302505493164,1.2330074310302734,40.56782394647598,lane_departure_early_collision,2.0958850383758545,53.25302505493164,0.14150943396226415,0.5377358490566038,max_lane_offset=2.096; final_goal_distance=53.253; low_speed_ratio=0.142; high_traffic_ratio=0.538
25,highway_merge,-70.08342830529622,False,True,False,False,112,53.4135856628418,1.2064868211746216,32.28601008653641,lane_departure_early_collision,1.9009124040603638,53.4135856628418,0.13392857142857142,0.5803571428571429,max_lane_offset=1.901; final_goal_distance=53.414; low_speed_ratio=0.134; high_traffic_ratio=0.580
28,highway_merge,-78.69328347778828,False,True,False,False,120,49.82405471801758,1.6278340816497803,40.81443965435028,lane_departure_early_collision,1.9718397855758667,49.82405471801758,0.125,0.6,max_lane_offset=1.972; final_goal_distance=49.824; low_speed_ratio=0.125; high_traffic_ratio=0.600
