episode,scenario,reward,success,crashed,timed_out,stuck,steps,time_s,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
10,highway_merge,-191.99078038745057,False,True,False,False,158,7.900000117719173,64.34953308105469,10.624118888400497,0.6927254796028137,20.30290922150016,44,22.729612797648496,14.492892637701505,37.32635960960913,803.6463606480563,80.88269262937656,closing_speed_or_gap_failure,0.6927254796028137,64.34953308105469,0.2848101265822785,0.22151898734177214,max_lane_offset=0.693; final_goal_distance=64.350; low_speed_ratio=0.285; high_traffic_ratio=0.222
