success,crashed,time_s,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,n_collisions,episode,agent,behavior,traffic_profile,mean_headway,burst_prob,n_oncoming,ego_spawn,ego_dest,oncoming_anchor,oncoming_dest
True,False,10.100000150501728,53.473464810755765,14.182444089700157,15.93094717907076,230.9606965582375,49.372795523971874,0,0,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,11.300000168383121,44.725152216020135,14.182444089700157,15.93094717907076,230.9606965582375,44.33156903271314,0,1,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.400000154972076,48.1731173552503,14.182444089700157,15.93094717907076,230.9606965582375,48.752290483624236,0,2,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
False,True,5.950000088661909,31.096044812503532,14.182444089700157,33.39372944652243,690.6393977365138,84.14085820851852,1,3,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,9.650000143796206,54.86843379693198,14.182444089700157,15.93094717907076,230.9606965582375,50.591078781433396,0,4,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,9.400000140070915,67.50691223081633,14.182444089700157,15.93094717907076,230.9606965582375,50.290032835604734,0,5,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
False,True,5.950000088661909,47.808824012598244,21.540172043170585,15.655480926577134,534.708411544176,75.79636279920075,1,6,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
False,True,6.050000090152025,29.982403954830144,16.06893600680517,15.93094717907076,235.6806226913108,56.98945410106565,1,7,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.750000160187483,46.70248838827492,14.182444089700157,15.19332608067804,230.9606965582375,48.052617237643325,0,8,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.05000014975667,55.063384781948045,14.182444089700157,15.93094717907076,230.9606965582375,49.49514240702263,0,9,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.350000154227018,48.321552609081785,14.169881979145027,12.432105165933729,230.9609860945277,47.98078868301,0,10,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,11.650000173598528,55.742559337420325,26.955032582421175,15.922960689692184,446.33621006862774,60.72110109029624,0,11,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.600000157952309,49.78566350178392,14.182444089700157,15.93094717907076,230.9606965582375,48.028220723910295,0,12,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,11.85000017657876,56.06862868116448,26.954912189160883,15.93094717907076,446.3670108597416,60.48992454565728,0,13,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.500000156462193,45.342935093635234,14.182444089700157,15.93094717907076,230.9606965582375,49.44841230266996,0,14,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.600000157952309,46.22371257809452,14.182444089700157,15.939030899106308,230.9606965582375,48.56126509440103,0,15,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,12.35000018402934,51.33151142513402,26.994498140904778,15.93809216376925,394.2997408039787,55.87752467743003,0,16,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
False,True,6.000000089406967,29.976316829737534,14.182444089700157,15.908888382705934,230.9606965582375,55.59807568822353,1,17,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
False,True,5.950000088661909,31.02885882590639,14.182444089700157,33.55760585111701,698.4160559200529,84.99839292364408,1,18,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.250000152736902,50.8810084395522,14.182444089700157,15.99085583910681,230.9606965582375,49.10752474990616,0,19,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.05000014975667,54.460917536608456,14.182444089700157,16.05408870790621,230.9606965582375,49.186439300028354,0,20,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,10.350000154227018,49.764217813740316,14.182444089700157,14.321063530853323,230.9606965582375,48.224554486720656,0,21,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,9.400000140070915,67.50690540575117,14.182444089700157,15.93094717907076,230.9606965582375,50.289968929659295,0,22,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
True,False,8.75000013038516,63.78505816309165,14.182444089700157,15.655480926577134,230.9606965582375,53.14169437956012,0,23,behavior,aggressive,normal,0.6,0.25,30,54,211,203,137
