episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,success,crashed,timed_out,stuck
61,0,-0.20231400496455232,72.39385223388672,0.005957689617145633,0.03763103485107422,33.16082864999771,56,0.0,0.012674510273922126,0.0,0.0,0.0,0.0,0.0,0.08,0.07621424573659898,0.023425248954031204,0.0,inf,inf,False,False,False,False
61,1,-0.17918876674019588,72.39385223388672,0.003094028881395187,0.03762589395046234,31.69666439294815,56,0.0,0.011446312706850897,0.0,0.0,0.0,0.0,0.0,0.08,0.07612128865718842,0.0016211653761565685,0.0,inf,inf,False,False,False,False
61,2,-0.17788545214257295,72.39385223388672,0.006173546525669372,0.037550315260887146,31.90018504858017,56,0.0,0.011421720908611075,0.0,0.0,0.0,0.0,0.0,0.08,0.07619474905729294,0.000268982176668942,0.0,inf,inf,False,False,False,False
61,3,-0.17762608760962034,72.39385223388672,0.006528485740930869,0.03745746612548828,31.886308640241623,56,0.0,0.011393662396760216,0.0,0.0,0.0,0.0,0.0,0.08,0.07608936339616776,0.00014306181669235227,0.0,inf,inf,False,False,False,False
61,4,-0.1774856494212451,72.39385223388672,0.005767124074817558,0.03737068176269531,31.911926418542862,56,0.0,0.011383271651242135,0.0,0.0,0.0,0.0,0.0,0.08,0.07598342031240464,0.00011895745759829879,0.0,inf,inf,False,False,False,False
61,5,-0.17744603425576522,72.39385986328125,0.004674381059156143,0.03729847073554993,31.90635211765766,56,-7.62939453125e-06,0.011404761796679184,0.0,0.0,0.0,0.0,0.0,0.08,0.07591687595844268,0.00011676710611209273,0.0,inf,inf,False,False,False,False
61,6,-0.17732668330828774,72.39385986328125,0.003589848118239137,0.03724166750907898,31.922772601246834,56,0.0,0.011393946673079592,0.0,0.0,0.0,0.0,0.0,0.08,0.07581806373596192,0.00011467289924621581,0.0,inf,inf,False,False,False,False
61,7,-0.1772321746381406,72.39385986328125,0.0026651897181218485,0.03719894587993622,31.938391104340553,56,0.0,0.011410705867636563,0.0,0.0,0.0,0.0,0.0,0.08,0.07570947414636613,0.00011199462413787842,0.0,inf,inf,False,False,False,False
61,8,-0.17713346505091696,72.39385986328125,0.0008724619304726176,0.03718571364879608,31.94816306233406,56,0.0,0.011416199685737304,0.0,0.0,0.0,0.0,0.0,0.08,0.07560920959711076,0.00010805576806887985,0.0,inf,inf,False,False,False,False
61,9,-0.177007671614128,72.39385986328125,0.0011752407622003802,0.03717011213302612,31.970904171466827,56,0.0,0.011419845302539677,0.0,0.0,0.0,0.0,0.0,0.08,0.0754802094101906,0.00010761690139770507,0.0,inf,inf,False,False,False,False
61,10,-0.17139438334541052,72.3890380859375,2.0786932581394386,0.03726126253604889,31.98787584900856,56,0.00482177734375,0.010747631884325563,0.0,0.0,0.0,0.0,0.0,0.08,0.07536148285865783,0.00010704594617709516,0.0,inf,inf,False,False,False,False
61,11,-0.15822623273018405,72.36940002441406,4.740500795590843,0.03753086179494858,31.745827943086624,56,0.0196380615234375,0.010356427949253729,0.0,0.0,0.0,0.0,0.0,0.08,0.07674433094263078,0.0007635353617370129,0.0,inf,inf,False,False,False,False
61,12,-0.06765273607415685,72.33792877197266,6.7386284763297555,0.037860188633203506,31.438689529895782,56,0.03147125244140625,0.009420076536811687,0.0,0.0,0.0,0.0,0.0,0.0,0.07867572855949402,0.0010281834192574022,0.0,inf,inf,False,False,False,False
61,13,-0.05992848777999819,72.29830932617188,8.098596469153772,0.03822819143533707,31.276874542236328,56,0.03961944580078125,0.008854602219962473,0.0,0.0,0.0,0.0,0.0,0.0,0.07999911540746689,0.0006942159533500672,0.0,29.039512634277344,12.6001953125,False,False,False,False
