episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
81,highway_merge,-376.49996102613875,False,True,False,False,233,45.95516586303711,0.8568734267367539,3.3302857875823975,32.41723984479904,34,lane_departure_early_collision,3.3302857875823975,45.95516586303711,0.4678111587982833,0.18454935622317598,max_lane_offset=3.330; final_goal_distance=45.955; low_speed_ratio=0.468; high_traffic_ratio=0.185
