episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
79,0,-0.20441630992096205,72.39385223388672,0.005957514995159328,0.03763103485107422,30.004471465945244,56,0.0,0.011468794161758878,0.0,0.0,0.0,0.0,0.0,0.08,0.07696646666526795,0.025981049093935223,0.0,inf,inf,True,False,0,False,False,False,False
79,1,-0.17897945566711693,72.39385223388672,0.003097575519526671,0.03762584924697876,28.3912655711174,56,0.0,0.010140355187037242,0.0,0.0,0.0,0.0,0.0,0.08,0.07759082370996476,0.0012482767701148987,0.0,inf,inf,True,False,0,False,False,False,False
79,2,-0.17838232075267613,72.39385223388672,0.006172452127009494,0.03755024075508118,28.583708703517914,56,0.0,0.010250496820855447,0.0,0.0,0.0,0.0,0.0,0.08,0.07779383236169814,0.00033799157012254,0.0,inf,inf,True,False,0,False,False,False,False
79,3,-0.17821900071598187,72.39385223388672,0.006532709387064607,0.037457436323165894,28.514876514673233,56,0.0,0.010199082095395487,0.0,0.0,0.0,0.0,0.0,0.08,0.07784333616495132,0.0001765824556350708,0.0,inf,inf,True,False,0,False,False,False,False
79,4,-0.17825441357106983,72.39385223388672,0.0057678520189559735,0.03737068176269531,28.487196788191795,56,0.0,0.010196850621468264,0.0,0.0,0.0,0.0,0.0,0.08,0.07789128798246384,0.00016627496713772415,0.0,inf,inf,True,False,0,False,False,False,False
79,5,-0.17830407304232776,72.39385986328125,0.004669475560288012,0.03729839622974396,28.45293626189232,56,-7.62939453125e-06,0.010198387363551423,0.0,0.0,0.0,0.0,0.0,0.08,0.07793385332822798,0.00016420295601710677,0.0,inf,inf,True,False,0,False,False,False,False
79,6,-0.17830798716156995,72.39385986328125,0.0035872334632100814,0.03724159300327301,28.428259268403053,56,0.0,0.010193521062967087,0.0,0.0,0.0,0.0,0.0,0.08,0.07795985490083696,0.00015461119776591657,0.0,inf,inf,True,False,0,False,False,False,False
79,7,-0.17833362637407907,72.39385986328125,0.0026594970240678356,0.03719894587993622,28.399376571178436,56,0.0,0.010196474743018068,0.0,0.0,0.0,0.0,0.0,0.08,0.0779827264547348,0.00015442517632618548,0.0,29.279163360595703,498.99329635923004,True,False,0,False,False,False,False
79,8,-0.1783330880714423,72.39385986328125,0.0008680707316436121,0.03718571364879608,28.377330154180527,56,0.0,0.010192817957497277,0.0,0.0,0.0,0.0,0.0,0.08,0.07799340778589249,0.00014686232805252074,0.0,29.27627944946289,499.28751159783104,True,False,0,False,False,False,False
79,9,-0.1783508857170051,72.39385986328125,0.0011766842773721043,0.03717014193534851,28.34675967693329,56,0.0,0.010197039962087366,0.0,0.0,0.0,0.0,0.0,0.08,0.07800122046470644,0.0001526252902112901,0.0,29.273298263549805,490.472303763109,True,False,0,False,False,False,False
79,10,-0.1728479234809163,72.3890380859375,2.0790207436918955,0.03726118803024292,28.31578753888607,56,0.00482177734375,0.009502284463040044,0.0,0.0,0.0,0.0,0.0,0.08,0.0780120010972023,0.0001554152644239366,0.0,29.258472442626953,45.82402107803893,True,False,0,False,False,False,False
79,11,-0.15981414790367154,72.3696060180664,4.660528826264617,0.03752554580569267,28.039102591574192,56,0.01943206787109375,0.009083548708906413,0.0,0.0,0.0,0.0,0.0,0.08,0.07939694005250932,0.000765727013349533,0.0,29.204824447631836,21.43465552359154,True,False,0,False,False,False,False
79,12,-0.0701356357570825,72.33895111083984,6.524778906602303,0.037840913981199265,27.64546327292919,56,0.0306549072265625,0.008346854769819763,0.0,0.0,0.0,0.0,0.0,0.0,0.08127786880731583,0.0011658194065093995,0.0,29.12139320373535,15.370281419634725,True,False,0,False,False,False,False
79,13,-0.062311443142232144,72.29984283447266,8.03205032382354,0.03821607679128647,27.26744346320629,56,0.0391082763671875,0.007556200634327381,0.0,0.0,0.0,0.0,0.0,0.0,0.08276138669252395,0.0011021321825683118,0.0,29.013824462890625,12.440852615836354,True,False,0,False,False,False,False
79,14,-1.0557781448883505,72.2541732788086,9.197552121001006,0.2136082798242569,27.100512832403183,56,0.0456695556640625,0.007047164840394416,0.0,0.0,0.0,0.0,0.0,0.0,0.08377153331041336,0.0006290024016052484,-1.0,28.886592864990234,10.793724914168974,True,False,0,False,False,False,False
