episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
79,0,-0.10196396388255954,72.39385223388672,0.005959500941605187,0.03763076663017273,23.608288848772645,56,0.0,0.011963963882559547,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.574664461783503,True,False,0,False,False,False,False
79,1,-0.10160366805919846,72.39385223388672,0.0031201719093069263,0.03762511909008026,28.148306384682655,56,0.0,0.011603668059198468,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.836820536342105,True,False,0,False,False,False,False
79,2,-0.10420793495017316,72.39385223388672,0.006176600217019375,0.03754962980747223,27.842876203358173,56,0.0,0.014207934950173168,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8789096072974654,True,False,0,False,False,False,False
79,3,-0.10183719294279675,72.39385223388672,0.006529554430825748,0.0374569296836853,27.751244232058525,56,0.0,0.011837192942796754,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8917173982144297,True,False,0,False,False,False,False
79,4,-0.10111356405537116,72.39385986328125,0.005785469091336899,0.037370190024375916,27.821423895657063,56,-7.62939453125e-06,0.011105934660839901,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8819005240367606,True,False,0,False,False,False,False
79,5,-0.1009217197819805,72.39385986328125,0.004667490942514872,0.03729797899723053,27.83559199422598,56,0.0,0.010921719781980501,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8799246670378977,True,False,0,False,False,False,False
79,6,-0.10091591177523694,72.39385986328125,0.003586615903332927,0.03724129498004913,27.843315415084362,56,0.0,0.01091591177523694,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.878848419807436,True,False,0,False,False,False,False
79,7,-0.10092477638816948,72.39385986328125,0.0026666582788434025,0.03719864785671234,27.8691179305315,56,0.0,0.01092477638816948,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.875257202944431,True,False,0,False,False,False,False
79,8,-0.10094288143347817,72.39385986328125,0.0008705159688792952,0.03718540072441101,27.87583451718092,56,0.0,0.01094288143347817,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8743234730223253,True,False,0,False,False,False,False
79,9,-0.10094294311309733,72.39385986328125,0.001167380664389117,0.037169843912124634,27.900489382445812,56,0.0,0.010942943113097337,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8708998440704954,True,False,0,False,False,False,False
