file,episodes,successes,crashes,success_rate,crash_rate,time_mean_all,time_median_all,time_mean_success,time_median_success,time_p90_success,max_jerk_mean_all,max_jerk_p90_success,max_jerk_max_all,rms_jerk_mean_all,max_a_long_mean,max_a_lat_mean,max_speed_mean
results\highway_merge\behavior_aggressive_100_normal.csv,100,86,14,0.86,0.14,9.931000147983433,10.32500015385449,10.568023413289772,10.400000154972076,11.700000174343586,285.9649003231955,446.33751967939935,698.4160559200529,52.80189717262091,16.701447902271493,16.067938770579314,50.1913885942083
results\highway_merge\behavior_aggressive_100_aggressive.csv,100,83,17,0.83,0.17,9.807500146143138,10.175000151619315,10.50542184328997,10.250000152736902,11.60000017285347,316.5124726189698,446.35408896578707,1241.0878816711215,54.82833263659176,17.773878771906297,16.16731084888902,50.896138867235116
results\highway_merge\behavior_normal_100_aggressive.csv,100,78,22,0.78,0.22,9.752000145316124,10.250000152736902,10.726282211116109,10.350000154227018,11.78000017553568,334.8521679989865,573.4484750482975,932.4917858880411,55.408715501247364,18.123865288691768,16.063911528981908,45.18203770335147
results\highway_merge\behavior_normal_100_normal.csv,100,74,26,0.74,0.26,9.741500145159662,10.30000015348196,10.875000162050128,10.450000155717134,12.185000181570649,338.84211972299255,448.2219015920007,996.3729436690489,55.92244424063299,18.04485232983142,16.991559591297932,44.50051831539697
