file,episodes,successes,crashes,success_rate,crash_rate,time_mean_all,time_median_all,time_mean_success,time_median_success,time_p90_success,max_jerk_mean_all,max_jerk_p90_success,max_jerk_max_all,rms_jerk_mean_all,max_a_long_mean,max_a_lat_mean,max_speed_mean
results\highway_merge\test_behavior_normal_100_normal.csv,100,68,30,0.68,0.3,11.016000164151192,10.775000160560012,11.390441346201388,11.175000166520476,12.500000186264515,367.3410153215253,484.1241005880282,1141.7603844007017,58.27709649356738,21.56965137119441,20.61043057449909,43.2045879798809
results\highway_merge\test_behavior_aggressive_100_aggressive.csv,100,60,40,0.6,0.4,9.381000139787794,10.175000151619315,10.970000163465738,10.750000160187483,12.055000179633499,375.06421802728494,446.37699933222575,1749.5832057153775,60.24835567409927,21.534375086337853,20.34329289909964,44.87187621074659
results\highway_merge\test_behavior_aggressive_100_normal.csv,100,58,42,0.58,0.42,9.220500137396156,10.200000151991844,11.118965682926877,11.050000164657831,12.015000179037452,355.72992877545784,501.71669331181914,843.5135837962288,59.21359189733405,19.998100005836186,20.738318604332903,42.38993399156428
results\highway_merge\test_behavior_normal_100_aggressive.csv,100,56,44,0.56,0.44,9.253000137880445,10.200000151991844,11.301785882695444,11.250000167638063,12.300000183284283,349.5780481160959,536.1057495664531,1235.7032145892433,58.14918960499962,20.50698896586799,20.14839145463184,40.90132873629421
