file,episodes,successes,crashes,success_rate,crash_rate,time_mean_all,time_median_all,time_mean_success,time_median_success,time_p90_success,max_jerk_mean_all,max_jerk_p90_success,max_jerk_max_all,rms_jerk_mean_all,max_a_long_mean,max_a_lat_mean,max_speed_mean
results\left_turn\behavior_aggressive_100_normal.csv,100,84,16,0.84,0.16,6.272000093460083,6.100000090897083,6.582142955224429,6.400000095367432,7.620000113546849,650.3328321914181,574.2033306523824,5175.7535572411625,94.45651321175248,35.698062910959806,18.492580797133837,29.29666237153327
results\left_turn\behavior_normal_100_normal.csv,100,83,15,0.83,0.15,7.536500112302601,6.750000100582838,6.769277209303825,7.000000104308128,7.490000111609698,583.5933641177203,497.0531834296403,3044.4063452005,87.1254635309059,33.91362917137177,17.569774299872364,27.36040085561036
results\left_turn\behavior_normal_100_aggressive.csv,100,82,16,0.82,0.16,7.563000112697482,6.400000095367432,6.829268394446954,7.000000104308128,7.825000116601588,590.1923535359759,576.5357871861897,3140.409353630959,87.02119628307918,33.50357395986453,17.798905277643442,27.375498043476288
results\left_turn\behavior_aggressive_100_aggressive.csv,100,78,20,0.78,0.2,7.307500108890236,6.200000092387199,6.626282150021348,6.500000096857548,7.400000110268593,732.3924241171312,579.2505505952022,3178.276987039543,100.86730505847665,40.18091548095713,17.754414594467576,29.009624945900292
