episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,lane_penalty,idle_penalty,action_delta_penalty,success,crashed,timed_out,stuck
52,0,-0.1349321588494381,72.39385223388672,0.0059523032107222365,0.03763103485107422,32.23114147782326,56,0.0,0.012556104946600125,0.0,0.0,0.0,0.08,0.032376053902837966,False,False,False,False
52,1,-0.10269396318806351,72.39385223388672,0.00309969669159311,0.03762592375278473,30.440827310085297,56,0.0,0.011117455638330592,0.0,0.0,0.0,0.08,0.0015765075497329235,False,False,False,False
52,2,-0.10149645397035036,72.39385223388672,0.0061730211897821075,0.03755028545856476,30.625854805111885,56,0.0,0.0110735137850568,0.0,0.0,0.0,0.08,0.00042294018529355525,False,False,False,False
52,3,-0.10124032725447561,72.39385223388672,0.006534894711639607,0.037457436323165894,30.583791062235832,56,0.0,0.011057954086063018,0.0,0.0,0.0,0.08,0.00018237316841259596,False,False,False,False
52,4,-0.10121973388757866,72.39385223388672,0.005764890713640579,0.037370726466178894,30.5720517039299,56,0.0,0.011046357029344258,0.0,0.0,0.0,0.08,0.00017337685823440551,False,False,False,False
52,5,-0.10122997877161978,72.39385986328125,0.004669848213980711,0.03729844093322754,30.56544877588749,56,-7.62939453125e-06,0.011059334013816254,0.0,0.0,0.0,0.08,0.0001630153632722795,False,False,False,False
52,6,-0.10121832579292145,72.39385986328125,0.0035877741378085256,0.03724163770675659,30.56230053305626,56,0.0,0.011062121750430877,0.0,0.0,0.0,0.08,0.00015620404249057173,False,False,False,False
52,7,-0.10122166240861744,72.39385986328125,0.0026678286275109565,0.0371989905834198,30.561477094888687,56,0.0,0.011070007688311045,0.0,0.0,0.0,0.08,0.00015165472030639646,False,False,False,False
52,8,-0.10122300621295913,72.39385986328125,0.0008726249465779565,0.03718571364879608,30.564178079366684,56,0.0,0.011075398824518606,0.0,0.0,0.0,0.08,0.00014760738844051956,False,False,False,False
52,9,-0.10122306747709771,72.39385986328125,0.0011783775855517752,0.03717011213302612,30.568527281284332,56,0.0,0.011081947462851158,0.0,0.0,0.0,0.08,0.00014112001424655316,False,False,False,False
52,10,-0.0957565696691575,72.38906860351562,2.0789783395521506,0.03726138919591904,30.572389662265778,56,0.004791259765625,0.010402441368013863,0.0,0.0,0.0,0.08,0.00014538806676864626,False,False,False,False
52,11,-0.08231540525298352,72.36997985839844,4.524211396544154,0.0375349260866642,30.296219363808632,56,0.0190887451171875,0.010395835999062002,0.0,0.0,0.0,0.08,0.0010083143711090087,False,False,False,False
52,12,0.009765729547143729,72.33956146240234,6.506353923978658,0.037904124706983566,30.016800239682198,56,0.03041839599609375,0.009349516391157359,0.0,0.0,0.0,0.0,0.0013031500577926633,False,False,False,False
52,13,0.01939301524180799,72.30056762695312,8.124604657102505,0.03840344771742821,29.837627336382866,56,0.03899383544921875,0.008656780128740972,0.0,0.0,0.0,0.0,0.0009440400786697864,False,False,False,False
52,14,0.02676836131538375,72.25495910644531,9.290273991239792,0.21357817947864532,29.722043573856354,56,0.0456085205078125,0.008119278009728349,0.0,0.0,0.0,0.0,0.0007208811827003955,False,False,False,False
52,15,0.034024722625484075,72.20233154296875,10.342917112115781,0.21348190307617188,29.640973806381226,56,0.0526275634765625,0.008091320813650882,0.0,0.0,0.0,0.0,0.0005115200374275446,False,False,False,False
52,16,0.03725354010022883,72.14555358886719,11.357607715791591,0.0913785845041275,29.781516194343567,56,0.0567779541015625,0.008981735993477659,0.0,0.0,0.0,0.0,0.0005426780078560114,False,False,False,False
52,17,0.042986602697224464,72.08170318603516,12.34155770302131,0.0409354493021965,29.431469812989235,56,0.06385040283203125,0.009644176885782632,0.0,0.0,0.0,0.0,0.0012196232490241526,False,False,False,False
52,18,0.04651842130021285,72.01478576660156,13.22733186322543,0.03959833085536957,29.621111378073692,55,0.06691741943359375,0.009288442544181834,0.0,0.0,0.0,0.0,0.001110555589199066,False,False,False,False
52,19,0.05161641779728852,71.94554901123047,14.081126997265864,0.03547295928001404,29.219172298908234,55,0.06923675537109375,0.006239994036027574,0.0,0.0,0.0,0.0,0.0013803435377776623,False,False,False,False
52,20,0.05706492889237944,71.87255859375,14.921091219411604,0.03265285864472389,29.245835468173027,55,0.07299041748046875,0.005447611150020921,0.0,0.0,0.0,0.0,0.00047787743806838986,False,False,False,False
52,21,0.05003667500052662,71.7998046875,15.69574467268026,0.0362853966653347,29.107447564601898,56,0.07275390625,0.012094819324127714,0.0,0.0,0.0,0.0,0.0006224119253456593,False,False,False,False
52,22,0.05447568195074303,71.72466278076172,16.492748294308882,0.044427063316106796,28.2319363206625,56,0.07514190673828125,0.008537314268355535,0.0,0.0,0.0,0.0,0.0021289105191826824,False,False,False,False
52,23,0.06478532290682755,71.64065551757812,17.268386571871098,0.04855632409453392,28.67890566587448,56,0.08400726318359375,0.007535735388839624,0.0,0.0,0.0,0.0,0.0016862048879265784,False,False,False,False
52,24,0.06669786005524003,71.55453491210938,18.05398454315075,0.05454336479306221,28.964078798890114,56,0.08612060546875,0.0082875413777212,0.0,0.0,0.0,0.0,0.0011352040357887744,False,False,False,False
52,25,0.07111149649425116,71.46735382080078,18.83365224611062,0.06308518350124359,28.535141944885254,56,0.08718109130859375,0.0046536087942245985,0.0,0.0,0.0,0.0,0.0014159860201179981,False,False,False,False
52,26,0.0409037376299026,71.37966918945312,18.905947464936634,0.07215739786624908,28.596559166908264,56,0.08768463134765625,0.004161028552971396,0.0,0.03216130326750442,0.0,0.0,0.000458561897277832,False,False,False,False
52,27,-0.005878825006936791,71.2926254272461,19.047568025278576,0.08139797300100327,28.648114576935768,56,0.08704376220703125,0.0039817940213324205,0.0,0.07867171357634231,0.0,0.0,0.0002690796162933111,False,False,False,False
52,28,-0.04811956031529715,71.20197296142578,19.35978129219875,0.08728683739900589,28.676775321364403,56,0.0906524658203125,0.007163729755541135,0.0,0.12133271287443802,0.0,0.0,0.0002755835056304932,False,False,False,False
52,29,-0.08390873862853918,71.11090850830078,19.81454947997012,0.09393750876188278,28.866831958293915,56,0.091064453125,0.00640394555393564,0.0,0.15776831696989702,0.0,0.0,0.0008009292297065259,False,False,False,False
52,30,-0.12030311045045179,71.01995086669922,20.377468498588932,0.10238087922334671,28.53301964700222,56,0.0909576416015625,0.0034603400670682946,0.0,0.1967301089620845,0.0,0.0,0.0010703030228614808,False,False,False,False
52,31,-0.16567956683355956,70.92813873291016,21.01928845030597,0.11199236661195755,28.4862519800663,56,0.0918121337890625,0.0032721903889708012,0.0,0.24369446824553176,0.0,0.0,0.000525041988119483,False,False,False,False
52,32,-0.2734157822206049,70.8350601196289,21.796230025761595,0.12279996275901794,28.46798077225685,55,0.09307861328125,0.003790818345986051,0.0,0.35227744172575637,0.0,0.0,0.00042613543011248107,False,False,False,False
52,33,-0.3096242138637188,70.73993682861328,22.78359309417715,0.1347709596157074,28.720953315496445,55,0.095123291015625,0.0029998404327110768,0.0,0.39126402925017045,0.0,0.0,0.0004836351964622736,False,False,False,False
52,34,-0.37010927125160664,70.64436340332031,23.396910621756223,0.14859119057655334,26.25789351761341,55,0.09557342529296875,0.0037232250946979033,0.0,0.4299178798055904,0.0,0.0,0.02204159164428711,False,False,False,False
52,35,-0.3676199163201339,70.54533386230469,24.115339481344623,0.16078035533428192,28.496717289090157,55,0.099029541015625,0.0070911446210375085,0.0,0.44430310319426225,0.0,0.0,0.005255209520459175,False,False,False,False
52,36,-0.41775076321699345,70.44342803955078,24.884614658126203,0.1719939112663269,28.19507673382759,55,0.10190582275390625,0.004078167219784866,0.028403933342723595,0.4757900912618892,0.0,0.0,0.001384394146502018,False,False,False,False
52,37,-0.4924347959130621,70.34123992919922,25.60328761481535,0.1848406046628952,27.88665521889925,55,0.1021881103515625,0.0011583408514880748,0.06486338263880564,0.5175331790304439,0.0,0.0,0.0010680037438869476,False,False,False,False
52,38,-0.6826255908300717,70.24059295654297,26.32427015653363,0.20101410150527954,27.854451276361942,54,0.10064697265625,0.004727595705121388,0.14004840970667068,0.6279550750112789,0.0,0.0,0.00054148306325078,False,False,False,False
52,39,-0.7903274633280324,70.13990020751953,27.061328350341142,0.2186528444290161,27.88746055215597,54,0.1006927490234375,0.002925830739470134,0.2236463950644744,0.6538341719961421,0.0,0.0,0.0006138145513832568,False,False,False,False
