episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,wait_reward,build_speed_reward,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
26,0,-0.09643569801002741,72.39385223388672,0.0,0.037520453333854675,19.307094030082226,56,0.0,0.006435698010027409,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,5.5937988301981685,True,False,0,False,False,False,False
26,1,-0.09716568105417253,72.39385223388672,0.005959630079224371,0.03763076663017273,15.063346177339554,56,0.0,0.00716568105417253,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.169721702503863,True,False,0,False,False,False,False
26,2,-0.09855963526536843,72.39385223388672,0.0031181165629288227,0.03762497007846832,15.579439401626587,56,0.0,0.008559635265368433,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,6.932213490860534,True,False,0,False,False,False,False
26,3,-0.09792631267276701,72.39385223388672,0.006170123300038258,0.03754928708076477,15.368545353412628,56,0.0,0.007926312672767015,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.0273404226912275,True,False,0,False,False,False,False
26,4,-0.09771705952552562,72.39385223388672,0.006529360484937158,0.037456631660461426,15.448073521256447,56,0.0,0.007717059525525616,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,6.991162998505459,True,False,0,False,False,False,False
26,5,-0.09708546828826461,72.39385986328125,0.005782273405947436,0.03736996650695801,15.269492715597153,56,-7.62939453125e-06,0.007077838893733369,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.072926521631101,True,False,0,False,False,False,False
26,6,-0.09710482310930378,72.39385986328125,0.0046702718887521085,0.03729785978794098,15.259178280830383,56,0.0,0.007104823109303785,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.077707463165099,True,False,0,False,False,False,False
26,7,-0.09682448476668482,72.39385986328125,0.003589462748621781,0.03724117577075958,15.14523133635521,56,0.0,0.0068244847666848185,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.130957434816631,True,False,0,False,False,False,False
26,8,-0.09681843635163888,72.39385986328125,0.00266185485766792,0.03719852864742279,15.100300312042236,56,0.0,0.006818436351638878,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.15217563678994,True,False,0,False,False,False,False
26,9,-0.09669295816710431,72.39385986328125,0.0008704039204275705,0.037185296416282654,15.01470297574997,56,0.0,0.006692958167104319,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,7.192949482545825,True,False,0,False,False,False,False
