success,crashed,time_s,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,n_collisions,episode,agent,behavior,traffic_profile,mean_headway,burst_prob,n_oncoming,ego_spawn,ego_dest,oncoming_anchor,oncoming_dest
True,False,6.100000090897083,29.954402758557766,15.255419931226026,16.952430725469043,219.15951639472968,54.0375338542411,0,0,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,6.000000089406967,29.71455155386072,15.255419931226026,16.952430725469043,219.15951639472968,54.87887429865193,0,1,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,6.200000092387199,29.376276648224856,26.868657541978962,16.952430725469043,539.7074495199461,83.53254769442886,0,2,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,6.3000000938773155,29.653754132604227,26.871633576958036,16.952430725469043,531.583045508886,78.61097157335881,0,3,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,7.1000001057982445,30.06780814237365,26.89995903622081,16.952430725469043,489.5705023152989,71.92586567314933,0,4,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
False,True,4.400000065565109,26.010516821424478,129.92734419723695,16.952430725469043,2551.524660563777,291.42062668989314,1,5,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,5.950000088661909,29.699848726219088,15.255419931226026,16.952430725469043,219.15951639472968,54.76984506362513,0,6,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
False,True,5.200000077486038,27.394630489989083,56.08792515669217,20.116669800103136,1284.869738225628,160.74519486537264,1,7,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,6.45000009611249,29.745450774638133,27.015023422393224,16.952430725469043,559.1999256027731,82.52738055119514,0,8,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
True,False,7.350000109523535,29.76787275032172,26.935146469119918,16.952430725469043,451.4853494130262,71.74182900975704,0,9,behavior,aggressive,normal,1.0,0.5,30,224,83,173,227
