success,crashed,time_s,max_speed_kmh,max_a_long_mps2,max_a_lat_mps2,max_jerk_mps3,rms_jerk_mps3,n_collisions,episode,agent,behavior,traffic_profile,mean_headway,burst_prob,n_oncoming,ego_spawn,ego_dest,oncoming_anchor,oncoming_dest
False,True,4.500000067055225,26.041533889545146,114.657270702704,7.281826415652786,2247.3010885051463,254.68566248133288,1,0,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,4.800000071525574,27.217752570532078,65.46850320075464,24.46609163160082,1392.1369995884047,158.71225434335784,1,1,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.200000092387199,27.41245783545814,14.82858850778304,9.538066830868244,227.71279730281145,52.04843371002819,0,2,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.550000097602606,27.42844870511001,26.927076781451984,9.344655854084518,576.2729749445066,77.81669991886741,0,3,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.650000099092722,28.01855776406998,26.94494139074988,8.696074040253356,568.3989766668258,80.35906940248482,0,4,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.600000113248825,27.848808774329665,27.01391524093002,8.799399804693397,283.00475937649156,61.52927080014641,0,5,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.460322992392477,14.823730675037186,10.251039827371022,227.71279730281145,54.41712992741494,0,6,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.309703209352165,14.82858850778304,9.729701111092174,227.71279730281145,54.095359335214454,0,7,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,4.750000070780516,27.217752570532078,67.89836305574973,38.39749293468305,1517.639941676974,172.15083367874473,1,8,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.28380090670161,14.82858850778304,9.477607641296972,227.71279730281145,54.064048799613985,0,9,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.900000117719173,27.647073767084525,26.84591812623566,9.519652966154098,288.89778497611695,60.60176128933745,0,10,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,5.100000075995922,27.3036500916044,14.79241109087189,12.579650165588374,227.66916991295926,57.56595662792656,1,11,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.323514926782128,14.82858850778304,9.729239980718551,227.71279730281145,55.08066090439929,0,12,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.300000108778477,27.90299730746253,26.86675003096524,8.851833246585167,389.53631548039795,66.01156332501587,0,13,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.150000091642141,27.256845713308746,14.82858850778304,9.355869741154118,227.71279730281145,54.24070545140555,0,14,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.309703209352165,14.82858850778304,9.729701111092174,227.71279730281145,54.095359335214454,0,15,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.400000110268593,27.72828138953042,26.954501937924174,9.013926321504913,449.827171039997,70.94340618571337,0,16,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,4.6000000685453415,26.041533889545146,127.41867272423671,18.83221671667832,2517.1234554616526,281.00260225950586,1,17,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.309703209352165,14.82858850778304,9.729701111092174,227.71279730281145,54.095359335214454,0,18,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.32120754814977,14.82858850778304,9.79853877819143,227.71279730281145,53.85298615995387,0,19,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.100000090897083,27.7585735453907,14.82858850778304,8.969290855216851,227.712797302683,55.34474139100987,0,20,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.1500001065433025,27.66042023039832,26.932927766431643,9.120005100102938,462.21929523186077,74.40308742188161,0,21,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.1000001057982445,27.351270165040766,26.8812190969926,10.2864446868203,394.32630554223533,67.94896238477382,0,22,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.70000009983778,27.73618229403676,26.928626977437435,8.533621225571395,575.717675979637,76.69502418333158,0,23,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.1000001057982445,27.546107339217528,26.865324847269793,9.105724149255451,513.2434367714617,73.18008417848205,0,24,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,7.500000111758709,27.370040244890404,26.8812190969926,9.926497123620242,394.3314214886192,66.67207804153122,0,25,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,4.6500000692903996,27.215966399282944,96.00032174905596,36.58801518062278,2007.7034274638947,225.58009380059622,1,26,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
False,True,4.750000070780516,27.217752570532078,58.28220188478379,32.43663875752884,1291.5772380685582,149.16936641702932,1,27,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.322803949068863,14.82858850778304,9.460360278272045,227.71279730281145,54.07601358631731,0,28,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
True,False,6.050000090152025,27.551793124586222,14.82858850778304,9.326504237515723,227.71279730281145,54.12861754101463,0,29,behavior,normal,aggressive,1.0,0.25,30,224,83,173,227
