episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
0,highway_merge,-19.99910963085383,False,True,False,False,190,9.116294860839844,0.006543169263750315,40.95557078719139,terminal_oscillation_collision,3.333672285079956,9.116294860839844,0.1,0.12631578947368421,max_lane_offset=3.334; final_goal_distance=9.116; low_speed_ratio=0.100; high_traffic_ratio=0.126
3,highway_merge,-67.58755655230046,False,True,False,False,126,49.271488189697266,1.4006181955337524,41.89201846718788,lane_departure_early_collision,3.1546881198883057,49.271488189697266,0.15079365079365079,0.23015873015873015,max_lane_offset=3.155; final_goal_distance=49.271; low_speed_ratio=0.151; high_traffic_ratio=0.230
4,highway_merge,-74.8724100070817,False,True,False,False,126,48.93083572387695,1.4662374258041382,45.0,lane_departure_early_collision,3.362530469894409,48.93083572387695,0.12698412698412698,0.31746031746031744,max_lane_offset=3.363; final_goal_distance=48.931; low_speed_ratio=0.127; high_traffic_ratio=0.317
5,highway_merge,-35.00034409217734,False,True,False,False,184,13.757637023925781,0.09712526202201843,45.0,closing_speed_or_gap_failure,3.335850238800049,13.757637023925781,0.09239130434782608,0.20108695652173914,max_lane_offset=3.336; final_goal_distance=13.758; low_speed_ratio=0.092; high_traffic_ratio=0.201
6,highway_merge,-24.235371617479267,False,True,False,False,180,13.722079277038574,0.015926649793982506,42.22630888223648,mixed_collision,3.1943769454956055,13.722079277038574,0.1,0.12777777777777777,max_lane_offset=3.194; final_goal_distance=13.722; low_speed_ratio=0.100; high_traffic_ratio=0.128
9,highway_merge,-71.78173641322921,False,True,False,False,113,50.29135513305664,1.4632138013839722,45.0,lane_departure_early_collision,3.161801815032959,50.29135513305664,0.13274336283185842,0.3185840707964602,max_lane_offset=3.162; final_goal_distance=50.291; low_speed_ratio=0.133; high_traffic_ratio=0.319
11,highway_merge,-27.361167463967693,False,True,False,False,213,8.809122085571289,0.30507585406303406,45.0,terminal_oscillation_collision,3.3488426208496094,8.809122085571289,0.22535211267605634,0.12206572769953052,max_lane_offset=3.349; final_goal_distance=8.809; low_speed_ratio=0.225; high_traffic_ratio=0.122
14,highway_merge,-30.95342676087884,False,True,False,False,188,12.723081588745117,0.11485312134027481,44.144203662872314,mixed_collision,3.290900945663452,12.723081588745117,0.11170212765957446,0.14893617021276595,max_lane_offset=3.291; final_goal_distance=12.723; low_speed_ratio=0.112; high_traffic_ratio=0.149
16,highway_merge,-96.6009598136712,False,True,False,False,129,51.99142074584961,0.7791334986686707,44.569455832242966,lane_departure_early_collision,3.1416916847229004,51.99142074584961,0.24031007751937986,0.37209302325581395,max_lane_offset=3.142; final_goal_distance=51.991; low_speed_ratio=0.240; high_traffic_ratio=0.372
17,highway_merge,-69.26780044052964,False,True,False,False,137,49.8995246887207,1.3060088157653809,43.757276237010956,lane_departure_early_collision,3.153261184692383,49.8995246887207,0.1897810218978102,0.24817518248175183,max_lane_offset=3.153; final_goal_distance=49.900; low_speed_ratio=0.190; high_traffic_ratio=0.248
