episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,success,crashed,timed_out,stuck
15,0,-0.19912274598025156,72.39385223388672,0.005956847681400212,0.0376310795545578,32.61112600564957,56,0.0,0.012470360473886529,0.0,0.0,0.0,0.0,0.0,0.08,0.07249368852376938,0.024158696982595654,0.0,inf,inf,False,False,False,False
15,1,-0.17494838961230294,72.39385223388672,0.0030981856115110573,0.03762592375278473,30.790581330657005,56,0.0,0.010960652135477216,0.0,0.0,0.0,0.0,0.0,0.08,0.07259268695116045,0.0013950505256652831,0.0,inf,inf,False,False,False,False
15,2,-0.1741120127186446,72.39385223388672,0.00617626171006843,0.03755024075508118,31.0381331294775,56,0.0,0.011115723410461697,0.0,0.0,0.0,0.0,0.0,0.08,0.07267927718162537,0.000317012126557529,0.0,inf,inf,False,False,False,False
15,3,-0.17366710777196248,72.39385223388672,0.0065320209928487975,0.03745739161968231,31.030423790216446,56,0.0,0.011046021709797509,0.0,0.0,0.0,0.0,0.0,0.08,0.07252920967340469,9.187638876028358e-05,0.0,inf,inf,False,False,False,False
15,4,-0.17356465899659462,72.39385223388672,0.005768125574538396,0.03737068176269531,31.046312525868416,56,0.0,0.011060118197874643,0.0,0.0,0.0,0.0,0.0,0.08,0.07239983958005905,0.00010470121866092084,0.0,inf,inf,False,False,False,False
15,5,-0.17345722118296278,72.39385986328125,0.004675860146403723,0.03729847073554993,31.049201264977455,56,-7.62939453125e-06,0.011064037442641218,0.0,0.0,0.0,0.0,0.0,0.08,0.07228609645366668,9.945789212360977e-05,0.0,inf,inf,False,False,False,False
15,6,-0.17334124285269284,72.39385986328125,0.0035944755821624495,0.03724166750907898,31.051631346344948,56,0.0,0.011068078789000737,0.0,0.0,0.0,0.0,0.0,0.08,0.07217371672391891,9.94473397731781e-05,0.0,inf,inf,False,False,False,False
15,7,-0.1732109225212779,72.39385986328125,0.002666944955691534,0.03719894587993622,31.06336735188961,56,0.0,0.011070085152256852,0.0,0.0,0.0,0.0,0.0,0.08,0.072042005777359,9.883159166201948e-05,0.0,inf,inf,False,False,False,False
15,8,-0.17309156685897725,72.39385986328125,0.0008679791088634443,0.03718571364879608,31.0710646212101,56,0.0,0.011082477865904711,0.0,0.0,0.0,0.0,0.0,0.08,0.07191264945268631,9.643954038619996e-05,0.0,inf,inf,False,False,False,False
15,9,-0.17295618633123142,72.39385986328125,0.0011751745913400069,0.03717011213302612,31.0793673992157,56,0.0,0.011082645066669452,0.0,0.0,0.0,0.0,0.0,0.08,0.07177901536226272,9.452590229921044e-05,0.0,inf,inf,False,False,False,False
