episode,step,reward,phase,goal_distance,speed_kmh,dist_to_conflict,phase_touch_idx,progress_reward,comfort_penalty,phase_bonus,phase_penalty,success,crashed,timed_out
66,0,0.010262467563152314,APPROACH_DECIDE,34.10476303100586,0.007582591477746906,16.90724754333496,13,-3.814697265625e-06,0.0047337177395820615,0.02,0.0,False,False,False
66,1,0.012266282439231873,APPROACH_DECIDE,34.10476303100586,0.0008395614403716074,16.90724754333496,13,0.0,0.0027337175607681273,0.02,0.0,False,False,False
66,2,0.014266282394528387,APPROACH_DECIDE,34.10476303100586,0.004046333162226907,16.90724754333496,13,0.0,0.000733717605471611,0.02,0.0,False,False,False
66,3,0.013737532347440719,APPROACH_DECIDE,34.104759216308594,0.00475083170588586,16.90724754333496,13,3.814697265625e-06,0.0012662823498249055,0.02,0.0,False,False,False
66,4,0.011733717620372772,APPROACH_DECIDE,34.104759216308594,0.004369125282754668,16.90724754333496,13,0.0,0.003266282379627228,0.02,0.0,False,False,False
66,5,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0036149136732795037,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
66,6,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.002815658552646548,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
66,7,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.002109615233377174,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
66,8,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0006945419432837546,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
66,9,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0009442749422338228,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
66,10,0.021130448579788207,APPROACH_DECIDE,34.09452819824219,2.0309267728646025,16.895341873168945,13,0.01023101806640625,0.004100569486618042,0.02,0.0,False,False,False
66,11,0.05377114742994309,APPROACH_DECIDE,34.05178451538086,4.717428779805193,16.845539093017578,13,0.042743682861328125,0.003972535431385041,0.02,0.0,False,False,False
66,12,0.07779992550611496,APPROACH_DECIDE,33.98501205444336,6.718815504962499,16.76758575439453,13,0.0667724609375,0.003972535431385041,0.02,0.0,False,False,False
66,13,0.09940493404865265,APPROACH_DECIDE,33.898704528808594,8.071161339581087,16.667661666870117,13,0.08630752563476562,0.0019025915861129762,0.02,0.0,False,False,False
66,14,0.1120289546251297,APPROACH_DECIDE,33.79869079589844,9.244768178701719,16.551681518554688,13,0.10001373291015625,0.0029847782850265505,0.02,0.0,False,False,False
66,15,0.1235451528429985,APPROACH_DECIDE,33.687381744384766,10.280986617531694,16.422056198120117,13,0.11130905151367188,0.0027638986706733704,0.02,0.0,False,False,False
66,16,0.135153973698616,APPROACH_DECIDE,33.56475830078125,11.317273085791888,16.279037475585938,13,0.12262344360351562,0.0024694699048995973,0.02,0.0,False,False,False
66,17,0.14613973036408423,APPROACH_DECIDE,33.43132400512695,12.298840211929905,16.123159408569336,13,0.13343429565429688,0.0022945652902126314,0.02,0.0,False,False,False
66,18,0.15677278503775596,APPROACH_DECIDE,33.287418365478516,13.272307728758099,15.954718589782715,13,0.1439056396484375,0.002132854610681534,0.02,0.0,False,False,False
66,19,0.17097981631755826,APPROACH_DECIDE,33.13130569458008,14.162881808848402,15.773174285888672,13,0.1561126708984375,0.00013285458087921142,0.02,0.0,False,False,False
66,20,0.1825345343351364,APPROACH_DECIDE,32.96363830566406,15.032392045620295,15.579176902770996,13,0.16766738891601562,0.00013285458087921142,0.02,0.0,False,False,False
66,21,0.18793663963675497,APPROACH_DECIDE,32.78870391845703,15.84172700310353,15.375480651855469,13,0.17493438720703125,0.0019977475702762605,0.02,0.0,False,False,False
66,22,0.19435562655329702,APPROACH_DECIDE,32.60771942138672,16.666246456449244,15.162952423095703,13,0.1809844970703125,0.0016288705170154573,0.02,0.0,False,False,False
66,23,0.20160736605525015,APPROACH_DECIDE,32.41948318481445,17.47920930529035,14.940929412841797,13,0.18823623657226562,0.0016288705170154573,0.02,0.0,False,False,False
66,24,0.21008753068745134,APPROACH_DECIDE,32.22323989868164,18.28874952691542,14.70905876159668,13,0.1962432861328125,0.0011557554453611374,0.02,0.0,False,False,False
66,25,0.21948277588933704,APPROACH_DECIDE,32.018165588378906,19.063539402402053,14.46694278717041,13,0.20507431030273438,0.0005915344133973122,0.02,0.0,False,False,False
66,26,0.2227882110700011,APPROACH_DECIDE,31.809785842895508,19.11239390792398,14.220805168151855,13,0.20837974548339844,0.0005915344133973122,0.02,0.0,False,False,False
66,27,0.22208158068358896,APPROACH_DECIDE,31.60198402404785,19.273445947954286,13.974711418151855,13,0.20780181884765625,0.0007202381640672683,0.02,0.0,False,False,False
