episode,step,reward,phase,goal_distance,speed_kmh,dist_to_conflict,phase_touch_idx,progress_reward,comfort_penalty,phase_bonus,phase_penalty,success,crashed,timed_out
61,0,0.01162026286125183,APPROACH_DECIDE,34.10476303100586,0.007582591477746906,16.90724754333496,13,-3.814697265625e-06,0.003375922441482544,0.02,0.0,False,False,False
61,1,0.011624077558517455,APPROACH_DECIDE,34.10476303100586,0.0008395614403583766,16.90724754333496,13,0.0,0.003375922441482544,0.02,0.0,False,False,False
61,2,0.013624077588319777,APPROACH_DECIDE,34.10476303100586,0.004046333162226116,16.90724754333496,13,0.0,0.0013759224116802215,0.02,0.0,False,False,False
61,3,0.012379737198352812,APPROACH_DECIDE,34.104759216308594,0.004750831705867895,16.90724754333496,13,3.814697265625e-06,0.0026240774989128115,0.02,0.0,False,False,False
61,4,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0043691252827725595,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,5,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.003614913673279499,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,6,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.002815658552646548,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,7,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0021096152333771744,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,8,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0006945419432837546,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,9,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0009442749422338228,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
61,10,0.021130448579788207,APPROACH_DECIDE,34.09452819824219,2.0309267728646025,16.895341873168945,13,0.01023101806640625,0.004100569486618042,0.02,0.0,False,False,False
61,11,0.05349052548408508,APPROACH_DECIDE,34.051937103271484,4.673404089318957,16.845687866210938,13,0.042591094970703125,0.004100569486618042,0.02,0.0,False,False,False
61,12,0.07749548465013503,APPROACH_DECIDE,33.98585510253906,6.520130866320833,16.768722534179688,13,0.06608200073242188,0.003586516082286835,0.02,0.0,False,False,False
