episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
0,highway_merge,-55.429589349769,False,True,False,False,54,68.19705200195312,1.2854670286178589,20.014478713274002,lane_departure_early_collision,1.2854670286178589,68.19705200195312,0.2962962962962963,0.0,max_lane_offset=1.285; final_goal_distance=68.197; low_speed_ratio=0.296; high_traffic_ratio=0.000
1,highway_merge,-289.0349376858397,False,True,False,False,525,37.973445892333984,1.6605530977249146,27.941407822072506,lane_departure_early_collision,2.696990728378296,37.973445892333984,0.7161904761904762,0.13904761904761906,max_lane_offset=2.697; final_goal_distance=37.973; low_speed_ratio=0.716; high_traffic_ratio=0.139
3,highway_merge,-725.9345511833022,False,False,False,True,883,36.871158599853516,1.0411027669906616,32.33662337064743,lane_departure_early_collision,3.3802545070648193,36.871158599853516,0.8187995469988675,0.13023782559456398,max_lane_offset=3.380; final_goal_distance=36.871; low_speed_ratio=0.819; high_traffic_ratio=0.130
7,highway_merge,-189.03375799051543,False,True,False,False,302,43.7863883972168,1.704468011856079,34.04551908373833,lane_departure_early_collision,2.5021862983703613,43.7863883972168,0.5695364238410596,0.19205298013245034,max_lane_offset=2.502; final_goal_distance=43.786; low_speed_ratio=0.570; high_traffic_ratio=0.192
8,highway_merge,-622.6423156111086,False,False,False,True,1012,37.08892822265625,0.6829303503036499,31.131301671266556,lane_departure_early_collision,2.763947010040283,37.08892822265625,0.8527667984189723,0.17094861660079053,max_lane_offset=2.764; final_goal_distance=37.089; low_speed_ratio=0.853; high_traffic_ratio=0.171
9,highway_merge,-57.823318194059055,False,True,False,False,53,68.43191528320312,1.2527828216552734,20.171510986983776,lane_departure_early_collision,1.2527828216552734,68.43191528320312,0.32075471698113206,0.0,max_lane_offset=1.253; final_goal_distance=68.432; low_speed_ratio=0.321; high_traffic_ratio=0.000
16,highway_merge,-747.4720469519222,False,False,False,True,816,43.93990707397461,0.375481516122818,24.852813631296158,lane_departure_early_collision,3.5123658180236816,43.93990707397461,0.8321078431372549,0.1556372549019608,max_lane_offset=3.512; final_goal_distance=43.940; low_speed_ratio=0.832; high_traffic_ratio=0.156
17,highway_merge,-847.1572494476615,False,True,False,False,506,44.97109603881836,1.7239394187927246,33.90780106186867,lane_departure_early_collision,3.734530448913574,44.97109603881836,0.7252964426877471,0.09486166007905138,max_lane_offset=3.735; final_goal_distance=44.971; low_speed_ratio=0.725; high_traffic_ratio=0.095
18,highway_merge,-74.8458891438025,False,True,False,False,90,66.83489227294922,1.461647868156433,16.71039417386055,lane_departure_early_collision,1.461647868156433,66.83489227294922,0.37777777777777777,0.0,max_lane_offset=1.462; final_goal_distance=66.835; low_speed_ratio=0.378; high_traffic_ratio=0.000
20,highway_merge,-100.63107928666408,False,True,False,False,134,66.87516784667969,1.3279024362564087,17.6038846001029,lane_departure_early_collision,1.3504711389541626,66.87516784667969,0.6268656716417911,0.0,max_lane_offset=1.350; final_goal_distance=66.875; low_speed_ratio=0.627; high_traffic_ratio=0.000
22,highway_merge,-281.14366767650176,False,False,False,True,322,48.230533599853516,0.9321494698524475,34.18398007750511,lane_departure_early_collision,2.634351968765259,48.230533599853516,0.6801242236024845,0.2826086956521739,max_lane_offset=2.634; final_goal_distance=48.231; low_speed_ratio=0.680; high_traffic_ratio=0.283
23,highway_merge,-402.28098568032385,False,True,False,False,647,37.93474578857422,0.7180320024490356,32.12352454662323,lane_departure_early_collision,3.241814136505127,37.93474578857422,0.7650695517774343,0.1375579598145286,max_lane_offset=3.242; final_goal_distance=37.935; low_speed_ratio=0.765; high_traffic_ratio=0.138
24,highway_merge,-242.0742804065963,False,True,False,False,282,45.715728759765625,1.471545696258545,33.485745415091515,lane_departure_early_collision,3.4786932468414307,45.715728759765625,0.5390070921985816,0.11702127659574468,max_lane_offset=3.479; final_goal_distance=45.716; low_speed_ratio=0.539; high_traffic_ratio=0.117
29,highway_merge,-983.4618987965288,False,False,False,True,858,41.664005279541016,1.3666508197784424,32.013370245695114,lane_departure_early_collision,2.711045980453491,41.664005279541016,0.8496503496503497,0.18764568764568765,max_lane_offset=2.711; final_goal_distance=41.664; low_speed_ratio=0.850; high_traffic_ratio=0.188
30,highway_merge,-47.695758075868866,False,True,False,False,123,45.90339279174805,1.3821871280670166,33.12477171421051,lane_departure_early_collision,2.6884472370147705,45.90339279174805,0.12195121951219512,0.2845528455284553,max_lane_offset=2.688; final_goal_distance=45.903; low_speed_ratio=0.122; high_traffic_ratio=0.285
