episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
3,0,-0.1020929778092665,72.39385223388672,0.005956570114911708,0.03763076663017273,23.745711827650666,56,0.0,0.01209297780926651,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.548189617724558,True,False,0,False,False,False,False
3,1,-0.1015379747728647,72.39385223388672,0.0031201414342961692,0.03762504458427429,28.172345012426376,56,0.0,0.011537974772864704,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8335466909965397,True,False,0,False,False,False,False
3,2,-0.10392343642235945,72.39385223388672,0.006175505484629042,0.03754955530166626,27.82973773777485,56,0.0,0.013923436422359449,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8807408469899305,True,False,0,False,False,False,False
3,3,-0.10191054998945594,72.39385223388672,0.006528634983312443,0.037456855177879333,27.7507396414876,56,0.0,0.011910549989455933,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.891788161153696,True,False,0,False,False,False,False
3,4,-0.10119668613970716,72.39385986328125,0.0057839646804475125,0.037370190024375916,27.834261618554592,56,-7.62939453125e-06,0.011189056745175913,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8801101132140734,True,False,0,False,False,False,False
3,5,-0.10103642364891943,72.39385986328125,0.004671683830722404,0.03729797899723053,27.85050507634878,56,0.0,0.01103642364891943,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8778470876535667,True,False,0,False,False,False,False
3,6,-0.10104029536502859,72.39385986328125,0.0035887879937274974,0.03724125027656555,27.86408644169569,56,0.0,0.0110402953650286,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8759569679768613,True,False,0,False,False,False,False
3,7,-0.10104758883588362,72.39385986328125,0.002661904011702719,0.03719857335090637,27.889950312674046,56,0.0,0.011047588835883623,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.872362581833697,True,False,0,False,False,False,False
3,8,-0.10106359114501755,72.39385986328125,0.0008660851752708383,0.03718540072441101,27.90913850069046,56,0.0,0.011063591145017544,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.869700241636915,True,False,0,False,False,False,False
3,9,-0.10106439410997216,72.39385986328125,0.0011677860383910706,0.03716987371444702,27.930095940828323,56,0.0,0.011064394109972163,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.8667965992241786,True,False,0,False,False,False,False
3,10,0.15543247696467163,72.38856506347656,2.0756883683181213,0.037262436002492905,27.9495607316494,56,0.0052947998046875,0.010391802820484623,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25052947998046876,inf,inf,inf,inf,52.030931833717275,3.864103662913866,True,False,0,False,False,False,False
3,11,0.17312160685513445,72.36741638183594,4.572957041979769,0.03755892813205719,27.92386081069708,56,0.021148681640625,0.010141942949553019,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521148681640625,inf,inf,inf,inf,23.617103552156614,3.8676600177947935,True,False,0,False,False,False,False
3,12,0.2686881100059317,72.33302307128906,6.619778810669814,0.038024526089429855,27.880838848650455,56,0.034393310546875,0.009144531595630832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534393310546875,inf,inf,inf,inf,16.31474450867221,3.8736280707432025,True,False,0,False,False,False,False
3,13,0.28009424226128415,72.28876495361328,7.961498026351906,0.08021514862775803,27.865114398300648,56,0.04425811767578125,0.00858968718207519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544258117675781,inf,inf,inf,inf,13.565286286893352,3.8758139821807576,True,False,0,False,False,False,False
3,14,0.2889028256238898,72.237060546875,9.207643077194971,0.11069473624229431,27.874697595834732,56,0.05170440673828125,0.007972021788219517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2551704406738281,inf,inf,inf,inf,11.729386021433541,3.8744814945055497,True,False,0,False,False,False,False
3,15,0.296732767884285,72.1786880493164,10.278649037631617,0.14725664258003235,27.879561111330986,56,0.05837249755859375,0.007476979430168116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25583724975585936,inf,inf,inf,inf,10.507217398375644,3.873805601484378,True,False,0,False,False,False,False
3,16,0.3038856085510447,72.11420440673828,11.328500694452119,0.18844980001449585,27.878915704786777,56,0.064483642578125,0.007046398284892774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564483642578125,inf,inf,inf,inf,9.533476928053735,3.873895281424325,True,False,0,False,False,False,False
3,17,0.3107200821508961,72.04389190673828,12.319967827199923,0.04759998247027397,27.88917850703001,56,0.0703125,0.006623667849103931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25703125,inf,inf,inf,inf,8.766256658686924,3.872469745667715,True,False,0,False,False,False,False
3,18,0.3167699276269742,71.96843719482422,13.246906060358288,0.05038737878203392,27.89617035537958,56,0.0754547119140625,0.006230255478494564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25754547119140625,inf,inf,inf,inf,8.152847125804932,3.8714991564845014,True,False,0,False,False,False,False
3,19,0.29302924346494963,71.89273071289062,14.067315430370288,0.0479610301554203,27.91102610528469,56,0.07570648193359375,0.010376274111063177,0.0,0.0397432251018806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575706481933594,inf,inf,inf,inf,7.6773710331991305,3.869438536319208,True,False,0,False,False,False,False
3,20,0.27899659507061786,71.81217956542969,14.894214199434556,0.04728028178215027,28.00416111946106,56,0.0805511474609375,0.009608278584496564,0.0,0.08000277710383373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25805511474609377,inf,inf,inf,inf,7.251137828009759,3.8565697268805907,True,False,0,False,False,False,False
3,21,0.27034111712871683,71.72494506835938,15.707305206695555,0.05124979093670845,27.78725255280733,56,0.0872344970703125,0.005349861873077235,0.0,0.12053393555109936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25872344970703126,inf,inf,inf,inf,6.875781591992166,3.886674286878672,True,False,0,False,False,False,False
3,22,0.25611340002247834,71.63360595703125,16.505580238752547,0.05741555988788605,27.808827906847,56,0.091339111328125,0.004877833801093041,0.0,0.15896357727473218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591339111328125,inf,inf,inf,inf,6.5432416454183615,3.8836588281165416,True,False,0,False,False,False,False
3,23,0.23904588090870854,71.53759765625,17.30085179080651,0.06543128937482834,27.82893408089876,56,0.09600830078125,0.004323168161444909,0.0,0.20448016357844312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259600830078125,inf,inf,inf,inf,6.242467209469424,3.8808529168254813,True,False,0,False,False,False,False
3,24,0.1771985359434816,71.4352798461914,18.08781975978455,0.0767206996679306,27.853558771312237,56,0.10231781005859375,0.0064573402140741835,0.0,0.33778742981379467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26023178100585936,inf,inf,inf,inf,5.97086887387728,3.8774219440581703,True,False,0,False,False,False,False
3,25,0.16549797156505106,71.32999420166016,18.77817580334657,0.08755365014076233,27.897465862333775,56,0.10528564453125,0.0053347520503904625,0.0,0.36996297073786694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260528564453125,inf,inf,inf,inf,5.7513573805583755,3.8713193711912735,True,False,0,False,False,False,False
