file,episodes,successes,crashes,success_rate,crash_rate,time_p90_success,max_jerk_p90_success
.\rl\ppo_dynamic_update\results\ppo\highway_merge_eval_3.csv,100,73,27,0.73,0.27,21.800000324845314,611.1843258398538
