file,episodes,successes,crashes,success_rate,crash_rate,time_p90_success,max_jerk_p90_success
.\rl\ppo_dynamic_update\results\ppo\highway_merge_eval_5.csv,100,83,17,0.83,0.17,15.250000227242708,590.6037777070791
