episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
1,highway_merge,-652.9496966162089,False,False,True,False,1200,140.35826110839844,0.1617288440465927,13.830562010407448,lane_departure_early_collision,2.1129560470581055,140.35826110839844,0.03166666666666667,0.065,max_lane_offset=2.113; final_goal_distance=140.358; low_speed_ratio=0.032; high_traffic_ratio=0.065
10,highway_merge,-191.98949202074837,False,True,False,False,158,64.34982299804688,0.6927973628044128,20.302895978093147,closing_speed_or_gap_failure,0.6927973628044128,64.34982299804688,0.2848101265822785,0.22151898734177214,max_lane_offset=0.693; final_goal_distance=64.350; low_speed_ratio=0.285; high_traffic_ratio=0.222
11,highway_merge,-191.65699045196698,False,True,False,False,158,61.20064926147461,1.3733065128326416,18.553503267467022,lane_departure_early_collision,1.7184956073760986,61.20064926147461,0.0949367088607595,0.2848101265822785,max_lane_offset=1.718; final_goal_distance=61.201; low_speed_ratio=0.095; high_traffic_ratio=0.285
13,highway_merge,-157.79825150488998,False,True,False,False,154,63.23252868652344,0.7166946530342102,18.693542405962944,closing_speed_or_gap_failure,0.973479688167572,63.23252868652344,0.09740259740259741,0.16233766233766234,max_lane_offset=0.973; final_goal_distance=63.233; low_speed_ratio=0.097; high_traffic_ratio=0.162
14,highway_merge,-698.9125978329274,False,False,True,False,1200,133.48370361328125,0.16278991103172302,13.816442862153053,lane_departure_early_collision,2.7179782390594482,133.48370361328125,0.09083333333333334,0.07833333333333334,max_lane_offset=2.718; final_goal_distance=133.484; low_speed_ratio=0.091; high_traffic_ratio=0.078
15,highway_merge,-651.6512013505466,False,False,True,False,1200,140.42539978027344,0.1613687127828598,13.832098916172981,lane_departure_early_collision,1.7745215892791748,140.42539978027344,0.025833333333333333,0.07833333333333334,max_lane_offset=1.775; final_goal_distance=140.425; low_speed_ratio=0.026; high_traffic_ratio=0.078
17,highway_merge,-720.7385133265595,False,False,True,False,1200,135.279541015625,0.1620919108390808,13.890174105763435,lane_departure_early_collision,2.4349443912506104,135.279541015625,0.034166666666666665,0.13,max_lane_offset=2.435; final_goal_distance=135.280; low_speed_ratio=0.034; high_traffic_ratio=0.130
21,highway_merge,-576.1965296326741,False,False,True,False,1200,138.0688934326172,0.16161133348941803,13.830622360110283,lane_departure_early_collision,2.5489213466644287,138.0688934326172,0.041666666666666664,0.0675,max_lane_offset=2.549; final_goal_distance=138.069; low_speed_ratio=0.042; high_traffic_ratio=0.068
22,highway_merge,-240.88421439712965,False,True,False,False,185,60.48811340332031,1.5656383037567139,19.67998042702675,lane_departure_early_collision,1.5656383037567139,60.48811340332031,0.08108108108108109,0.1945945945945946,max_lane_offset=1.566; final_goal_distance=60.488; low_speed_ratio=0.081; high_traffic_ratio=0.195
25,highway_merge,-137.70270260823685,False,True,False,False,140,63.39011764526367,0.7996941208839417,13.509088531136513,mixed_collision,0.8324970006942749,63.39011764526367,0.10714285714285714,0.07857142857142857,max_lane_offset=0.832; final_goal_distance=63.390; low_speed_ratio=0.107; high_traffic_ratio=0.079
28,highway_merge,-197.8919984439392,False,True,False,False,186,51.06299591064453,0.9070626497268677,34.25092801451683,lane_departure_early_collision,2.455782651901245,51.06299591064453,0.12365591397849462,0.24731182795698925,max_lane_offset=2.456; final_goal_distance=51.063; low_speed_ratio=0.124; high_traffic_ratio=0.247
