episode,step,reward,phase,goal_distance,speed_kmh,dist_to_conflict,phase_touch_idx,progress_reward,comfort_penalty,phase_bonus,phase_penalty,success,crashed,timed_out
5,0,0.014302877336740492,APPROACH_DECIDE,34.10476303100586,0.007582591477781005,16.90724754333496,13,-3.814697265625e-06,0.0006933079659938812,0.02,0.0,False,False,False
5,1,0.014306692034006117,APPROACH_DECIDE,34.10476303100586,0.0008395614404534406,16.90724754333496,13,0.0,0.0006933079659938812,0.02,0.0,False,False,False
5,2,0.012306692004203795,APPROACH_DECIDE,34.10476303100586,0.0040463331622290245,16.90724754333496,13,0.0,0.0026933079957962036,0.02,0.0,False,False,False
5,3,0.010903245210647582,APPROACH_DECIDE,34.104759216308594,0.004750831705823954,16.90724754333496,13,3.814697265625e-06,0.004100569486618042,0.02,0.0,False,False,False
5,4,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0043691252827724675,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,5,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0036149480381602378,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,6,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0028155554552058925,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,7,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0021110573318870126,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,8,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0006945419432296417,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,9,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0009431763075492355,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
5,10,0.021130448579788207,APPROACH_DECIDE,34.09452819824219,2.0312672993579852,16.895341873168945,13,0.01023101806640625,0.004100569486618042,0.02,0.0,False,False,False
