episode,step,reward,phase,goal_distance,speed_kmh,dist_to_conflict,phase_touch_idx,progress_reward,comfort_penalty,phase_bonus,phase_penalty,success,crashed,timed_out
9,0,0.01172028601169586,APPROACH_DECIDE,34.10476303100586,0.007582591477746906,16.90724754333496,13,-3.814697265625e-06,0.0032758992910385133,0.02,0.0,False,False,False
9,1,0.01372410073876381,APPROACH_DECIDE,34.10476303100586,0.0008395614404041609,16.90724754333496,13,0.0,0.001275899261236191,0.02,0.0,False,False,False
9,2,0.014275899231433867,APPROACH_DECIDE,34.10476303100586,0.004046333162228263,16.90724754333496,13,0.0,0.0007241007685661316,0.02,0.0,False,False,False
9,3,0.012279714047908782,APPROACH_DECIDE,34.104759216308594,0.004750831705853716,16.90724754333496,13,3.814697265625e-06,0.0027241006493568423,0.02,0.0,False,False,False
9,4,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.004369125282772553,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,5,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.003614913673279499,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,6,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.002815658552646548,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,7,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0021096152333771718,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,8,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0006945419432837546,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,9,0.010899430513381957,APPROACH_DECIDE,34.104759216308594,0.0009442749422338228,16.90724754333496,13,0.0,0.004100569486618042,0.02,0.0,False,False,False
9,10,0.021130448579788207,APPROACH_DECIDE,34.09452819824219,2.0309267728646025,16.895341873168945,13,0.01023101806640625,0.004100569486618042,0.02,0.0,False,False,False
9,11,0.05377114742994309,APPROACH_DECIDE,34.05178451538086,4.717428779805193,16.845539093017578,13,0.042743682861328125,0.003972535431385041,0.02,0.0,False,False,False
9,12,0.07857602775096893,APPROACH_DECIDE,33.984596252441406,6.695426551099386,16.767309188842773,13,0.06718826293945312,0.003612235188484192,0.02,0.0,False,False,False
9,13,0.10030331149697304,APPROACH_DECIDE,33.8973274230957,8.161167501744583,16.66638946533203,13,0.08726882934570312,0.0019655178487300875,0.02,0.0,False,False,False
