episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
55,0,-0.10163783950794984,72.39385223388672,0.005959559179836936,0.03763076663017273,22.64899712987244,56,0.0,0.011637839507949851,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.76842305117146,True,False,0,False,False,False,False
55,1,-0.1013337674746615,72.39385223388672,0.00311541081898147,0.037625089287757874,27.214818857610226,56,0.0,0.011333767474661494,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.968426193283274,True,False,0,False,False,False,False
55,2,-0.10402227662312115,72.39385223388672,0.0061729980371639315,0.03754967451095581,26.851763427257538,56,0.0,0.014022276623121159,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.022082210450579,True,False,0,False,False,False,False
55,3,-0.10148890007568377,72.39385223388672,0.006527594239151757,0.0374569296836853,26.712404899299145,56,0.0,0.01148890007568378,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.043065400031938,True,False,0,False,False,False,False
55,4,-0.10069713506806821,72.39385986328125,0.005772562058827238,0.03737048804759979,26.77032385021448,56,-7.62939453125e-06,0.010689505673536968,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.034318023356102,True,False,0,False,False,False,False
55,5,-0.10049775387120943,72.39385986328125,0.004672772505832913,0.03729800879955292,26.74660909920931,56,0.0,0.010497753871209436,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.0378950318301365,True,False,0,False,False,False,False
55,6,-0.100499220679001,72.39385986328125,0.0035847655058379264,0.03724125027656555,26.739713810384274,56,0.0,0.010499220679000996,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.038936271563931,True,False,0,False,False,False,False
55,7,-0.10048963589966699,72.39385986328125,0.0026612430690292526,0.03719860315322876,26.73537366092205,56,0.0,0.010489635899666993,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.039591941737435,True,False,0,False,False,False,False
55,8,-0.1004860237419161,72.39385986328125,0.0008699880382749663,0.03718537092208862,26.733521930873394,56,0.0,0.010486023741916109,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.039871749007206,True,False,0,False,False,False,False
55,9,-0.10048653982074365,72.39385986328125,0.001172140499787175,0.037169843912124634,26.735344491899014,56,0.0,0.010486539820743653,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.039596349047408,True,False,0,False,False,False,False
