episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,invalid_creep_penalty,unsafe_commit_penalty,commit_reward,lead_gap_m,lead_ttc_s,rear_gap_m,rear_ttc_s,merge_time_current_s,merge_time_target_s,path_valid,justified_waiting,justified_wait_steps,success,crashed,timed_out,stuck
0,0,-0.10217407493195446,72.39385223388672,0.005960027828448376,0.03763076663017273,24.6487545222044,56,0.0,0.012174074931954465,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,4.381560127214951,True,False,0,False,False,False,False
0,1,-0.10172249938445968,72.39385223388672,0.0031170316730984014,0.037625089287757874,29.011125415563583,56,0.0,0.011722499384459685,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.7227097691998288,True,False,0,False,False,False,False
0,2,-0.10405003253342174,72.39385223388672,0.006174334244058407,0.03754955530166626,28.684038072824478,56,0.0,0.01405003253342174,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.765160251349694,True,False,0,False,False,False,False
0,3,-0.10206247173038008,72.39385223388672,0.006527497265281104,0.037456855177879333,28.575246334075928,56,0.0,0.012062471730380078,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.779494977483718,True,False,0,False,False,False,False
0,4,-0.10134748911282347,72.39385986328125,0.005777093144447021,0.037370070815086365,28.633000999689102,56,-7.62939453125e-06,0.011339859718292223,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.7718714849754194,True,False,0,False,False,False,False
0,5,-0.10117793301200675,72.39385986328125,0.004669555848596273,0.03729793429374695,28.623628690838814,56,0.0,0.011177933012006761,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.773106518621314,True,False,0,False,False,False,False
0,6,-0.10117787097850303,72.39385986328125,0.003588983152484287,0.03724129498004913,28.629164770245552,56,0.0,0.011177870978503037,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.772376905394215,True,False,0,False,False,False,False
0,7,-0.10117822305778496,72.39385986328125,0.002657356267183957,0.03719867765903473,28.636576384305954,56,0.0,0.011178223057784962,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.771400552588002,True,False,0,False,False,False,False
0,8,-0.10117868516903013,72.39385986328125,0.0008745026323275082,0.03718544542789459,28.64449091255665,56,0.0,0.011178685169030127,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.770358507319707,True,False,0,False,False,False,False
0,9,-0.10118123099280413,72.39385986328125,0.0011701115067141536,0.037169843912124634,28.653972521424294,56,0.0,0.011181230992804126,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,60.0,3.7691108944579836,True,False,0,False,False,False,False
0,10,0.15531860141163645,72.3885726928711,2.0759440051191542,0.03726235032081604,28.66336092352867,56,0.00528717041015625,0.01049728603953542,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25052871704101565,inf,inf,inf,inf,52.02452461804289,3.767876359235559,True,False,0,False,False,False,False
0,11,0.17287089147286194,72.36756134033203,4.570646453397857,0.037550076842308044,28.62583413720131,56,0.0210113525390625,0.010241596320106789,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25210113525390626,inf,inf,inf,inf,23.629042653192283,3.772815823719397,True,False,0,False,False,False,False
0,12,0.2685678603277451,72.33316802978516,6.546807445837821,0.037991415709257126,28.57185199856758,56,0.034393310546875,0.009264781273817432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534393310546875,inf,inf,inf,inf,16.496590268385205,3.779943981419702,True,False,0,False,False,False,False
0,13,0.27992475879700845,72.28900146484375,8.073534891362927,0.03866810351610184,28.554915189743042,56,0.04416656494140625,0.008658462638538433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25441665649414064,inf,inf,inf,inf,13.377040101175318,3.7821859838264804,True,False,0,False,False,False,False
0,14,0.2890999703845147,72.23704528808594,9.248620008159746,0.11104250699281693,28.54851946234703,56,0.0519561767578125,0.008051824049079063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25519561767578125,inf,inf,inf,inf,11.677417809869498,3.7830333072943567,True,False,0,False,False,False,False
0,15,0.034237606469858434,72.18203735351562,10.302528386022885,0.1473110169172287,26.163998432457447,56,0.0550079345703125,0.010770328100454066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,10.482863618849155,4.127809450791812,True,False,0,False,False,False,False
0,16,0.04207931469404839,72.12135314941406,11.324681785677157,0.18790550529956818,25.619337670505047,56,0.0606842041015625,0.008604889407514107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,9.536691806792536,4.2155656554828855,True,False,0,False,False,False,False
0,17,0.051720983395755385,72.05429077148438,12.321802201956796,0.04138053208589554,25.60805194079876,56,0.0670623779296875,0.005341394533932114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.42611312866211,8.387551410155874,inf,inf,8.764951606092879,4.217423498268307,True,False,0,False,False,False,False
0,18,0.05648660923568755,71.97948455810547,13.191452712665525,0.042313653975725174,15.785793140530586,56,0.07480621337890625,0.008319604143218688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,8.18711951992261,6.841594783267883,True,False,0,False,False,False,False
0,19,0.06063994597814138,71.90020751953125,14.04388720681239,0.041348494589328766,26.590692959725857,56,0.07927703857421875,0.00863709259607736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,7.690178538860061,4.061571474033276,True,False,0,False,False,False,False
0,20,0.06755760429580228,71.81744384765625,14.888636753833785,0.04183899238705635,25.546219646930695,56,0.082763671875,0.00520606757919772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,7.253854183271029,4.227631387056358,True,False,0,False,False,False,False
0,21,0.06873821687620427,71.73284912109375,15.697548092798755,0.04262833669781685,25.448937267065048,56,0.0845947265625,0.005856509686295733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,6.880055366706917,4.24379214214847,True,False,0,False,False,False,False
0,22,0.07409184158041772,71.64495849609375,16.49206382657195,0.0448596253991127,25.552124194800854,56,0.087890625,0.003798783419582283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,6.548604294508661,4.2266544721152774,True,False,0,False,False,False,False
0,23,0.07949595408896769,71.55262756347656,17.287204899895222,0.048906031996011734,25.506557822227478,56,0.0923309326171875,0.0028349785282198235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,6.247395147185107,4.234205209214248,True,False,0,False,False,False,False
