episode,scenario,reward,success,crashed,timed_out,stuck,steps,goal_distance,lane_offset_m,target_speed_kmh,failure_type,max_lane_offset,final_goal_distance,low_speed_ratio,high_traffic_ratio,notes
4,highway_merge,-124.24675603636851,False,True,False,False,159,63.05782699584961,0.6661596894264221,19.14875015616417,lane_departure_early_collision,1.1055564880371094,63.05782699584961,0.18867924528301888,0.06289308176100629,max_lane_offset=1.106; final_goal_distance=63.058; low_speed_ratio=0.189; high_traffic_ratio=0.063
10,highway_merge,-131.15021370749236,False,True,False,False,166,63.21904373168945,0.6442601084709167,19.35393378138542,lane_departure_early_collision,1.081687331199646,63.21904373168945,0.2710843373493976,0.05421686746987952,max_lane_offset=1.082; final_goal_distance=63.219; low_speed_ratio=0.271; high_traffic_ratio=0.054
16,highway_merge,-215.6856107453694,False,True,False,False,487,10.85125732421875,1.3279213905334473,18.628335557878017,terminal_oscillation_collision,2.5996856689453125,10.85125732421875,0.09650924024640657,0.1806981519507187,max_lane_offset=2.600; final_goal_distance=10.851; low_speed_ratio=0.097; high_traffic_ratio=0.181
19,highway_merge,-137.412482487162,False,True,False,False,135,63.571475982666016,0.7923212647438049,23.20515627041459,closing_speed_or_gap_failure,0.7923212647438049,63.571475982666016,0.16296296296296298,0.22962962962962963,max_lane_offset=0.792; final_goal_distance=63.571; low_speed_ratio=0.163; high_traffic_ratio=0.230
23,highway_merge,-171.41471675866774,False,True,False,False,148,63.006954193115234,1.2597315311431885,25.32695844769478,lane_departure_early_collision,1.2597315311431885,63.006954193115234,0.10135135135135136,0.1554054054054054,max_lane_offset=1.260; final_goal_distance=63.007; low_speed_ratio=0.101; high_traffic_ratio=0.155
26,highway_merge,-537.9083117575422,False,False,True,False,1200,185.1675262451172,0.1947055459022522,22.827966876793653,lane_departure_early_collision,3.264033079147339,185.1675262451172,0.04,0.0475,max_lane_offset=3.264; final_goal_distance=185.168; low_speed_ratio=0.040; high_traffic_ratio=0.048
40,highway_merge,-101.154334373086,False,True,False,False,193,48.4346923828125,1.3639951944351196,33.03686432540417,lane_departure_early_collision,2.523113965988159,48.4346923828125,0.29015544041450775,0.025906735751295335,max_lane_offset=2.523; final_goal_distance=48.435; low_speed_ratio=0.290; high_traffic_ratio=0.026
43,highway_merge,-114.58414271834778,False,True,False,False,180,51.60791778564453,1.4414228200912476,32.115671038627625,lane_departure_early_collision,2.5161149501800537,51.60791778564453,0.37777777777777777,0.19444444444444445,max_lane_offset=2.516; final_goal_distance=51.608; low_speed_ratio=0.378; high_traffic_ratio=0.194
45,highway_merge,-145.22810531398045,False,True,False,False,134,62.791717529296875,0.9267129898071289,23.776636524125934,lane_departure_early_collision,1.1010104417800903,62.791717529296875,0.11194029850746269,0.16417910447761194,max_lane_offset=1.101; final_goal_distance=62.792; low_speed_ratio=0.112; high_traffic_ratio=0.164
48,highway_merge,-503.88763342510174,False,False,True,False,1200,176.4259796142578,0.18026113510131836,19.760074876248837,lane_departure_early_collision,2.626769542694092,176.4259796142578,0.02666666666666667,0.02,max_lane_offset=2.627; final_goal_distance=176.426; low_speed_ratio=0.027; high_traffic_ratio=0.020
49,highway_merge,-128.13721058503762,False,True,False,False,171,62.92683792114258,0.7236256003379822,20.49422800540924,lane_departure_early_collision,1.0311052799224854,62.92683792114258,0.29239766081871343,0.03508771929824561,max_lane_offset=1.031; final_goal_distance=62.927; low_speed_ratio=0.292; high_traffic_ratio=0.035
